年,品名コード,地区コード１,品名,地区名,数量(kg),金額(円)
26,12199,30,ｿﾉﾀｾﾝｷﾞﾖ     ****,ﾜ ｶ ﾔ ﾏ,2614.3,2006560
26,12199,31,ｿﾉﾀｾﾝｷﾞﾖ     ****,ﾄ ﾂ ﾄ ﾘ,2430.4,1315415
26,12199,32,ｿﾉﾀｾﾝｷﾞﾖ     ****,ｼ ﾏ ﾈ,56,68148
26,12199,35,ｿﾉﾀｾﾝｷﾞﾖ     ****,ﾔ ﾏ ｸﾞ ﾁ,831.7,850773
26,12199,36,ｿﾉﾀｾﾝｷﾞﾖ     ****,ﾄ ｸ ｼ ﾏ,2160,3701010
26,12199,38,ｿﾉﾀｾﾝｷﾞﾖ     ****,ｴ ﾋ ﾒ,852,831392
26,12199,39,ｿﾉﾀｾﾝｷﾞﾖ     ****,ｺ ｳ ﾁ,282,295393
26,12199,40,ｿﾉﾀｾﾝｷﾞﾖ     ****,ﾌ ｸ ｵ ｶ,653.9,564091
26,12199,41,ｿﾉﾀｾﾝｷﾞﾖ     ****,ｻ ｶﾞ,652.5,682128
26,12199,43,ｿﾉﾀｾﾝｷﾞﾖ     ****,ｸ ﾏ ﾓ ﾄ,1113.9,2152463
26,12199,46,ｿﾉﾀｾﾝｷﾞﾖ     ****,ｶ ｺﾞ ｼ ﾏ,18,119694
26,12300,,ｴﾋﾞﾙｲ        ****,,43474.49,103625007
26,12300,1,ｴﾋﾞﾙｲ        ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,11305.9,23363594
26,12300,2,ｴﾋﾞﾙｲ        ****,ｱ ｵ ﾓ ﾘ,17,186165
26,12300,4,ｴﾋﾞﾙｲ        ****,ﾐ ﾔ ｷﾞ,445,279189
26,12300,8,ｴﾋﾞﾙｲ        ****,ｲ ﾊﾞ ﾗ ｷﾞ,39.1,73699
26,12300,11,ｴﾋﾞﾙｲ        ****,ｻ ｲ ﾀ ﾏ,485,771810
26,12300,12,ｴﾋﾞﾙｲ        ****,ﾁ ﾊﾞ,2115.83,10202194
26,12300,13,ｴﾋﾞﾙｲ        ****,ﾄ ｳ ｷ ﾖ ｳ,2177.31,4605485
26,12300,14,ｴﾋﾞﾙｲ        ****,ｶ ﾅ ｶﾞ ﾜ,10,20520
26,12300,16,ｴﾋﾞﾙｲ        ****,ﾄ ﾔ ﾏ,212.1,1428261
26,12300,17,ｴﾋﾞﾙｲ        ****,ｲ ｼ ｶ ﾜ,2.4,10500
26,12300,21,ｴﾋﾞﾙｲ        ****,ｷﾞ ﾌ,5418,8447922
26,12300,22,ｴﾋﾞﾙｲ        ****,ｼ ｽﾞ ｵ ｶ,11617.45,46584880
26,12300,23,ｴﾋﾞﾙｲ        ****,ｱ ｲ ﾁ,435.4,761148
26,12300,24,ｴﾋﾞﾙｲ        ****,ﾐ ｴ,41,85620
26,12300,26,ｴﾋﾞﾙｲ        ****,ｷ ﾖ ｳ ﾄ,31.4,38966
26,12300,30,ｴﾋﾞﾙｲ        ****,ﾜ ｶ ﾔ ﾏ,67.6,164583
26,12300,31,ｴﾋﾞﾙｲ        ****,ﾄ ﾂ ﾄ ﾘ,63,138192
26,12300,40,ｴﾋﾞﾙｲ        ****,ﾌ ｸ ｵ ｶ,8393,5964390
26,12300,41,ｴﾋﾞﾙｲ        ****,ｻ ｶﾞ,586,426609
26,12300,46,ｴﾋﾞﾙｲ        ****,ｶ ｺﾞ ｼ ﾏ,12,71280
26,12301,,ｸﾙﾏｴﾋﾞ       ****,,891.1,4774055
26,12301,2,ｸﾙﾏｴﾋﾞ       ****,ｱ ｵ ﾓ ﾘ,11.1,135648
26,12301,12,ｸﾙﾏｴﾋﾞ       ****,ﾁ ﾊﾞ,499,2370038
26,12301,13,ｸﾙﾏｴﾋﾞ       ****,ﾄ ｳ ｷ ﾖ ｳ,323,2010204
26,12301,22,ｸﾙﾏｴﾋﾞ       ****,ｼ ｽﾞ ｵ ｶ,28.2,133155
26,12301,23,ｸﾙﾏｴﾋﾞ       ****,ｱ ｲ ﾁ,29.8,125010
26,12303,,ｻｸﾗｴﾋﾞ       ****,,5975.8,22568651
26,12303,22,ｻｸﾗｴﾋﾞ       ****,ｼ ｽﾞ ｵ ｶ,5975.8,22568651
26,12304,,ｱﾏｴﾋﾞ        ****,,19077.4,27895953
26,12304,1,ｱﾏｴﾋﾞ        ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,10080.7,20765820
26,12304,4,ｱﾏｴﾋﾞ        ****,ﾐ ﾔ ｷﾞ,15,10800
26,12304,13,ｱﾏｴﾋﾞ        ****,ﾄ ｳ ｷ ﾖ ｳ,92.2,80424
26,12304,21,ｱﾏｴﾋﾞ        ****,ｷﾞ ﾌ,30,47952
26,12304,22,ｱﾏｴﾋﾞ        ****,ｼ ｽﾞ ｵ ｶ,411.5,903927
26,12304,31,ｱﾏｴﾋﾞ        ****,ﾄ ﾂ ﾄ ﾘ,63,138192
26,12304,40,ｱﾏｴﾋﾞ        ****,ﾌ ｸ ｵ ｶ,8385,5948838
26,12305,,ｲｾｴﾋﾞ        ****,,5647.91,28649867
26,12305,12,ｲｾｴﾋﾞ        ****,ﾁ ﾊﾞ,1149.33,7347458
26,12305,13,ｲｾｴﾋﾞ        ****,ﾄ ｳ ｷ ﾖ ｳ,557.33,1381062
26,12305,22,ｲｾｴﾋﾞ        ****,ｼ ｽﾞ ｵ ｶ,3931.85,19846791
26,12305,24,ｲｾｴﾋﾞ        ****,ﾐ ｴ,5.5,71280
26,12305,30,ｲｾｴﾋﾞ        ****,ﾜ ｶ ﾔ ﾏ,3.9,3276
26,12306,,ﾏｷｴﾋﾞ        ****,,188,1209600
26,12306,14,ﾏｷｴﾋﾞ        ****,ｶ ﾅ ｶﾞ ﾜ,10,20520
26,12306,22,ﾏｷｴﾋﾞ        ****,ｼ ｽﾞ ｵ ｶ,166,1117800
26,12306,46,ﾏｷｴﾋﾞ        ****,ｶ ｺﾞ ｼ ﾏ,12,71280
26,12307,,ﾑｷｴﾋﾞ        ****,,6462,9981665
26,12307,11,ﾑｷｴﾋﾞ        ****,ｻ ｲ ﾀ ﾏ,485,771810
26,12307,13,ﾑｷｴﾋﾞ        ****,ﾄ ｳ ｷ ﾖ ｳ,434,584820
26,12307,21,ﾑｷｴﾋﾞ        ****,ｷﾞ ﾌ,5388,8399970
26,12307,22,ﾑｷｴﾋﾞ        ****,ｼ ｽﾞ ｵ ｶ,155,225065
26,12399,,ｿﾉﾀｴﾋﾞ       ****,,5232.28,8545216
26,12399,1,ｿﾉﾀｴﾋﾞ       ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,1225.2,2597774
26,12399,2,ｿﾉﾀｴﾋﾞ       ****,ｱ ｵ ﾓ ﾘ,5.9,50517
26,12399,4,ｿﾉﾀｴﾋﾞ       ****,ﾐ ﾔ ｷﾞ,430,268389
26,12399,8,ｿﾉﾀｴﾋﾞ       ****,ｲ ﾊﾞ ﾗ ｷﾞ,39.1,73699
26,12399,12,ｿﾉﾀｴﾋﾞ       ****,ﾁ ﾊﾞ,467.5,484698
26,12399,13,ｿﾉﾀｴﾋﾞ       ****,ﾄ ｳ ｷ ﾖ ｳ,770.78,548975
26,12399,16,ｿﾉﾀｴﾋﾞ       ****,ﾄ ﾔ ﾏ,212.1,1428261
26,12399,17,ｿﾉﾀｴﾋﾞ       ****,ｲ ｼ ｶ ﾜ,2.4,10500
26,12399,22,ｿﾉﾀｴﾋﾞ       ****,ｼ ｽﾞ ｵ ｶ,949.1,1789491
26,12399,23,ｿﾉﾀｴﾋﾞ       ****,ｱ ｲ ﾁ,405.6,636138
26,12399,24,ｿﾉﾀｴﾋﾞ       ****,ﾐ ｴ,35.5,14340
26,12399,26,ｿﾉﾀｴﾋﾞ       ****,ｷ ﾖ ｳ ﾄ,31.4,38966
26,12399,30,ｿﾉﾀｴﾋﾞ       ****,ﾜ ｶ ﾔ ﾏ,63.7,161307
26,12399,40,ｿﾉﾀｴﾋﾞ       ****,ﾌ ｸ ｵ ｶ,8,15552
26,12399,41,ｿﾉﾀｴﾋﾞ       ****,ｻ ｶﾞ,586,426609
26,12400,,ｶﾆﾙｲ         ****,,40934.75,130574545
26,12400,1,ｶﾆﾙｲ         ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,2918.9,7406984
26,12400,2,ｶﾆﾙｲ         ****,ｱ ｵ ﾓ ﾘ,18610.98,62056592
26,12400,4,ｶﾆﾙｲ         ****,ﾐ ﾔ ｷﾞ,705,1682514
26,12400,5,ｶﾆﾙｲ         ****,ｱ ｷ ﾀ,60,85320
26,12400,12,ｶﾆﾙｲ         ****,ﾁ ﾊﾞ,645.2,621902
26,12400,13,ｶﾆﾙｲ         ****,ﾄ ｳ ｷ ﾖ ｳ,2661.79,5478699
26,12400,22,ｶﾆﾙｲ         ****,ｼ ｽﾞ ｵ ｶ,3987.2,10082712
26,12400,23,ｶﾆﾙｲ         ****,ｱ ｲ ﾁ,35,41400
26,12400,27,ｶﾆﾙｲ         ****,ｵ ｵ ｻ ｶ,10.5,59764
26,12400,28,ｶﾆﾙｲ         ****,ﾋ ﾖ ｳ ｺﾞ,552.2,2571936
26,12400,30,ｶﾆﾙｲ         ****,ﾜ ｶ ﾔ ﾏ,5.9,1620
26,12400,31,ｶﾆﾙｲ         ****,ﾄ ﾂ ﾄ ﾘ,621.84,3289575
26,12400,32,ｶﾆﾙｲ         ****,ｼ ﾏ ﾈ,9988.3,36721434
26,12400,34,ｶﾆﾙｲ         ****,ﾋ ﾛ ｼ ﾏ,56,40740
26,12400,35,ｶﾆﾙｲ         ****,ﾔ ﾏ ｸﾞ ﾁ,17,10080
26,12400,40,ｶﾆﾙｲ         ****,ﾌ ｸ ｵ ｶ,2.14,377222
26,12400,44,ｶﾆﾙｲ         ****,ｵ ｵ ｲ ﾀ,53.6,39830
26,12400,45,ｶﾆﾙｲ         ****,ﾐ ﾔ ｻﾞ ｷ,3.2,6221
26,12401,,ｹｶﾞﾆ         ****,,2438,4801848
26,12401,1,ｹｶﾞﾆ         ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,2438,4801848
26,12402,,ｽﾞﾜｲｶﾞﾆ      ****,,31548.03,106400091
26,12402,1,ｽﾞﾜｲｶﾞﾆ      ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,72,26892
26,12402,2,ｽﾞﾜｲｶﾞﾆ      ****,ｱ ｵ ﾓ ﾘ,16538.58,57354706
26,12402,12,ｽﾞﾜｲｶﾞﾆ      ****,ﾁ ﾊﾞ,157.5,317520
26,12402,13,ｽﾞﾜｲｶﾞﾆ      ****,ﾄ ｳ ｷ ﾖ ｳ,2029.01,3945943
26,12402,22,ｽﾞﾜｲｶﾞﾆ      ****,ｼ ｽﾞ ｵ ｶ,3721.6,9473092
26,12402,23,ｽﾞﾜｲｶﾞﾆ      ****,ｱ ｲ ﾁ,35,41400
26,12402,28,ｽﾞﾜｲｶﾞﾆ      ****,ﾋ ﾖ ｳ ｺﾞ,542.6,2530464
26,12402,31,ｽﾞﾜｲｶﾞﾆ      ****,ﾄ ﾂ ﾄ ﾘ,147.84,615276
26,12402,32,ｽﾞﾜｲｶﾞﾆ      ****,ｼ ﾏ ﾈ,8303.9,32094798
26,12403,,ﾀﾗﾊﾞｶﾞﾆ      ****,,484,1625112
26,12403,1,ﾀﾗﾊﾞｶﾞﾆ      ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,6,58320
26,12403,2,ﾀﾗﾊﾞｶﾞﾆ      ****,ｱ ｵ ﾓ ﾘ,272,870480
26,12403,13,ﾀﾗﾊﾞｶﾞﾆ      ****,ﾄ ｳ ｷ ﾖ ｳ,74,192312
26,12403,22,ﾀﾗﾊﾞｶﾞﾆ      ****,ｼ ｽﾞ ｵ ｶ,132,504000
26,12404,,ﾜﾀﾘｶﾞﾆ       ****,,1501.4,1149055
26,12404,1,ﾜﾀﾘｶﾞﾆ       ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,61.5,66420
26,12404,2,ﾜﾀﾘｶﾞﾆ       ****,ｱ ｵ ﾓ ﾘ,1264.9,896280
26,12404,4,ﾜﾀﾘｶﾞﾆ       ****,ﾐ ﾔ ｷﾞ,31,43362
26,12404,5,ﾜﾀﾘｶﾞﾆ       ****,ｱ ｷ ﾀ,60,85320
26,12404,12,ﾜﾀﾘｶﾞﾆ       ****,ﾁ ﾊﾞ,30,23382
26,12404,22,ﾜﾀﾘｶﾞﾆ       ****,ｼ ｽﾞ ｵ ｶ,54,34291
26,12407,,ﾄﾞ-ﾏﾝ        ****,,11.8,28231
26,12407,44,ﾄﾞ-ﾏﾝ        ****,ｵ ｵ ｲ ﾀ,8.6,22010
26,12407,45,ﾄﾞ-ﾏﾝ        ****,ﾐ ﾔ ｻﾞ ｷ,3.2,6221
26,12499,,ｿﾉﾀｶﾆ        ****,,4951.52,16570208
26,12499,1,ｿﾉﾀｶﾆ        ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,341.4,2453504
26,12499,2,ｿﾉﾀｶﾆ        ****,ｱ ｵ ﾓ ﾘ,535.5,2935126
26,12499,4,ｿﾉﾀｶﾆ        ****,ﾐ ﾔ ｷﾞ,674,1639152
26,12499,12,ｿﾉﾀｶﾆ        ****,ﾁ ﾊﾞ,457.7,281000
26,12499,13,ｿﾉﾀｶﾆ        ****,ﾄ ｳ ｷ ﾖ ｳ,558.78,1340444
26,12499,22,ｿﾉﾀｶﾆ        ****,ｼ ｽﾞ ｵ ｶ,79.6,71329
26,12499,27,ｿﾉﾀｶﾆ        ****,ｵ ｵ ｻ ｶ,10.5,59764
26,12499,28,ｿﾉﾀｶﾆ        ****,ﾋ ﾖ ｳ ｺﾞ,9.6,41472
26,12499,30,ｿﾉﾀｶﾆ        ****,ﾜ ｶ ﾔ ﾏ,5.9,1620
26,12499,31,ｿﾉﾀｶﾆ        ****,ﾄ ﾂ ﾄ ﾘ,474,2674299
26,12499,32,ｿﾉﾀｶﾆ        ****,ｼ ﾏ ﾈ,1684.4,4626636
26,12499,34,ｿﾉﾀｶﾆ        ****,ﾋ ﾛ ｼ ﾏ,56,40740
26,12499,35,ｿﾉﾀｶﾆ        ****,ﾔ ﾏ ｸﾞ ﾁ,17,10080
26,12499,40,ｿﾉﾀｶﾆ        ****,ﾌ ｸ ｵ ｶ,2.14,377222
26,12499,44,ｿﾉﾀｶﾆ        ****,ｵ ｵ ｲ ﾀ,45,17820
26,12500,,ｲｶﾙｲ         ****,,542120.16,326203761
26,12500,1,ｲｶﾙｲ         ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,510,1862279
26,12500,2,ｲｶﾙｲ         ****,ｱ ｵ ﾓ ﾘ,188572.04,86238796
26,12500,3,ｲｶﾙｲ         ****,ｲ ﾜ ﾃ,6978.5,3451410
26,12500,4,ｲｶﾙｲ         ****,ﾐ ﾔ ｷﾞ,8721.3,3711994
26,12500,5,ｲｶﾙｲ         ****,ｱ ｷ ﾀ,1975,584388
26,12500,7,ｲｶﾙｲ         ****,ﾌ ｸ ｼ ﾏ,100,47844
26,12500,8,ｲｶﾙｲ         ****,ｲ ﾊﾞ ﾗ ｷﾞ,26552.6,15359621
26,12500,12,ｲｶﾙｲ         ****,ﾁ ﾊﾞ,7086.6,4326704
26,12500,13,ｲｶﾙｲ         ****,ﾄ ｳ ｷ ﾖ ｳ,9319.7,5790513
26,12500,15,ｲｶﾙｲ         ****,ﾆ ｲ ｶﾞ ﾀ,11303,4102884
26,12500,16,ｲｶﾙｲ         ****,ﾄ ﾔ ﾏ,10216.14,16086160
26,12500,17,ｲｶﾙｲ         ****,ｲ ｼ ｶ ﾜ,22529,10177748
26,12500,18,ｲｶﾙｲ         ****,ﾌ ｸ ｲ,28375.5,17339819
26,12500,22,ｲｶﾙｲ         ****,ｼ ｽﾞ ｵ ｶ,74491.58,48288452
26,12500,23,ｲｶﾙｲ         ****,ｱ ｲ ﾁ,7628.3,4411790
26,12500,24,ｲｶﾙｲ         ****,ﾐ ｴ,12427.9,4072044
26,12500,26,ｲｶﾙｲ         ****,ｷ ﾖ ｳ ﾄ,28.6,21622
26,12500,27,ｲｶﾙｲ         ****,ｵ ｵ ｻ ｶ,22,22041
26,12500,28,ｲｶﾙｲ         ****,ﾋ ﾖ ｳ ｺﾞ,13889.1,14606687
26,12500,30,ｲｶﾙｲ         ****,ﾜ ｶ ﾔ ﾏ,5119.4,3821153
26,12500,31,ｲｶﾙｲ         ****,ﾄ ﾂ ﾄ ﾘ,16015.3,14394081
26,12500,32,ｲｶﾙｲ         ****,ｼ ﾏ ﾈ,17369,12417919
26,12500,35,ｲｶﾙｲ         ****,ﾔ ﾏ ｸﾞ ﾁ,441.6,820070
26,12500,38,ｲｶﾙｲ         ****,ｴ ﾋ ﾒ,1141,1063206
26,12500,39,ｲｶﾙｲ         ****,ｺ ｳ ﾁ,258.5,387865
26,12500,40,ｲｶﾙｲ         ****,ﾌ ｸ ｵ ｶ,70058,51779165
26,12500,42,ｲｶﾙｲ         ****,ﾅ ｶﾞ ｻ ｷ,482.5,749844
26,12500,44,ｲｶﾙｲ         ****,ｵ ｵ ｲ ﾀ,208.9,97502
26,12500,46,ｲｶﾙｲ         ****,ｶ ｺﾞ ｼ ﾏ,257.6,121717
26,12500,47,ｲｶﾙｲ         ****,ｵ ｷ ﾅ ﾜ,41.5,48443
26,12501,,ｽﾙﾒｲｶ        ****,,392114.12,184330502
26,12501,1,ｽﾙﾒｲｶ        ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,510,1862279
26,12501,2,ｽﾙﾒｲｶ        ****,ｱ ｵ ﾓ ﾘ,188117.04,85767942
26,12501,3,ｽﾙﾒｲｶ        ****,ｲ ﾜ ﾃ,6848,3268242
26,12501,4,ｽﾙﾒｲｶ        ****,ﾐ ﾔ ｷﾞ,8296,3379848
26,12501,5,ｽﾙﾒｲｶ        ****,ｱ ｷ ﾀ,1975,584388
26,12501,8,ｽﾙﾒｲｶ        ****,ｲ ﾊﾞ ﾗ ｷﾞ,5,1575
26,12501,12,ｽﾙﾒｲｶ        ****,ﾁ ﾊﾞ,4,1728
26,12501,13,ｽﾙﾒｲｶ        ****,ﾄ ｳ ｷ ﾖ ｳ,3174.6,1828225
26,12501,15,ｽﾙﾒｲｶ        ****,ﾆ ｲ ｶﾞ ﾀ,11303,4102884
26,12501,16,ｽﾙﾒｲｶ        ****,ﾄ ﾔ ﾏ,3361,1332868
26,12501,17,ｽﾙﾒｲｶ        ****,ｲ ｼ ｶ ﾜ,22479.7,10111733
26,12501,18,ｽﾙﾒｲｶ        ****,ﾌ ｸ ｲ,20260,10239426
26,12501,22,ｽﾙﾒｲｶ        ****,ｼ ｽﾞ ｵ ｶ,39631.68,18492964
26,12501,24,ｽﾙﾒｲｶ        ****,ﾐ ｴ,11861.5,3622068
26,12501,26,ｽﾙﾒｲｶ        ****,ｷ ﾖ ｳ ﾄ,28.6,21622
26,12501,30,ｽﾙﾒｲｶ        ****,ﾜ ｶ ﾔ ﾏ,97.7,58498
26,12501,31,ｽﾙﾒｲｶ        ****,ﾄ ﾂ ﾄ ﾘ,5580,3738416
26,12501,32,ｽﾙﾒｲｶ        ****,ｼ ﾏ ﾈ,11397,7110206
26,12501,39,ｽﾙﾒｲｶ        ****,ｺ ｳ ﾁ,5.3,3434
26,12501,40,ｽﾙﾒｲｶ        ****,ﾌ ｸ ｵ ｶ,57179,28802156
26,12502,,ﾔﾘｲｶ         ****,,94891.7,78226872
26,12502,2,ﾔﾘｲｶ         ****,ｱ ｵ ﾓ ﾘ,455,470854
26,12502,3,ﾔﾘｲｶ         ****,ｲ ﾜ ﾃ,130.5,183168
26,12502,4,ﾔﾘｲｶ         ****,ﾐ ﾔ ｷﾞ,175.3,200896
26,12502,7,ﾔﾘｲｶ         ****,ﾌ ｸ ｼ ﾏ,100,47844
26,12502,8,ﾔﾘｲｶ         ****,ｲ ﾊﾞ ﾗ ｷﾞ,26372.3,15268194
26,12502,12,ﾔﾘｲｶ         ****,ﾁ ﾊﾞ,6586.6,3978679
26,12502,13,ﾔﾘｲｶ         ****,ﾄ ｳ ｷ ﾖ ｳ,5780,3603392
26,12502,22,ﾔﾘｲｶ         ****,ｼ ｽﾞ ｵ ｶ,31698.7,26089568
26,12502,23,ﾔﾘｲｶ         ****,ｱ ｲ ﾁ,7478,4305539
26,12502,24,ﾔﾘｲｶ         ****,ﾐ ｴ,281,160656
26,12502,27,ﾔﾘｲｶ         ****,ｵ ｵ ｻ ｶ,22,22041
26,12502,30,ﾔﾘｲｶ         ****,ﾜ ｶ ﾔ ﾏ,2046.3,1153893
26,12502,31,ﾔﾘｲｶ         ****,ﾄ ﾂ ﾄ ﾘ,4768,7285842
26,12502,35,ﾔﾘｲｶ         ****,ﾔ ﾏ ｸﾞ ﾁ,300.5,565920
26,12502,40,ﾔﾘｲｶ         ****,ﾌ ｸ ｵ ｶ,8693,14883906
26,12502,42,ﾔﾘｲｶ         ****,ﾅ ｶﾞ ｻ ｷ,4.5,6480
26,12503,,ｺｳｲｶ         ****,,510.3,594182
26,12503,16,ｺｳｲｶ         ****,ﾄ ﾔ ﾏ,4,3672
26,12503,22,ｺｳｲｶ         ****,ｼ ｽﾞ ｵ ｶ,203.5,400974
26,12503,24,ｺｳｲｶ         ****,ﾐ ｴ,9.9,3119
26,12503,30,ｺｳｲｶ         ****,ﾜ ｶ ﾔ ﾏ,292.9,186417
26,12504,,ﾓﾝｺｳｲｶ       ****,,1223.1,1009197
26,12504,13,ﾓﾝｺｳｲｶ       ****,ﾄ ｳ ｷ ﾖ ｳ,359.5,320880
26,12504,18,ﾓﾝｺｳｲｶ       ****,ﾌ ｸ ｲ,148.6,107925
26,12504,22,ﾓﾝｺｳｲｶ       ****,ｼ ｽﾞ ｵ ｶ,74,85461
26,12504,23,ﾓﾝｺｳｲｶ       ****,ｱ ｲ ﾁ,53.1,33847
26,12504,24,ﾓﾝｺｳｲｶ       ****,ﾐ ｴ,19.2,10080
26,12504,30,ﾓﾝｺｳｲｶ       ****,ﾜ ｶ ﾔ ﾏ,350.4,346396
26,12504,35,ﾓﾝｺｳｲｶ       ****,ﾔ ﾏ ｸﾞ ﾁ,9.4,7106
26,12504,44,ﾓﾝｺｳｲｶ       ****,ｵ ｵ ｲ ﾀ,208.9,97502
26,12505,,ﾎﾀﾙｲｶ        ****,,31670.34,36354679
26,12505,13,ﾎﾀﾙｲｶ        ****,ﾄ ｳ ｷ ﾖ ｳ,0.6,17496
26,12505,16,ﾎﾀﾙｲｶ        ****,ﾄ ﾔ ﾏ,4627.14,11751840
26,12505,18,ﾎﾀﾙｲｶ        ****,ﾌ ｸ ｲ,7303.2,6349998
26,12505,22,ﾎﾀﾙｲｶ        ****,ｼ ｽﾞ ｵ ｶ,204,281515
26,12505,28,ﾎﾀﾙｲｶ        ****,ﾋ ﾖ ｳ ｺﾞ,13868.1,14584007
26,12505,31,ﾎﾀﾙｲｶ        ****,ﾄ ﾂ ﾄ ﾘ,5667.3,3369823
26,12506,,ｱｵﾘｲｶ        ****,,2108.5,2877185
26,12506,16,ｱｵﾘｲｶ        ****,ﾄ ﾔ ﾏ,184,232740
26,12506,17,ｱｵﾘｲｶ        ****,ｲ ｼ ｶ ﾜ,49.3,66015
26,12506,18,ｱｵﾘｲｶ        ****,ﾌ ｸ ｲ,457.8,451030
26,12506,22,ｱｵﾘｲｶ        ****,ｼ ｽﾞ ｵ ｶ,380.3,686786
26,12506,24,ｱｵﾘｲｶ        ****,ﾐ ｴ,241.3,271909
26,12506,28,ｱｵﾘｲｶ        ****,ﾋ ﾖ ｳ ｺﾞ,21,22680
26,12506,30,ｱｵﾘｲｶ        ****,ﾜ ｶ ﾔ ﾏ,512.6,756734
26,12506,35,ｱｵﾘｲｶ        ****,ﾔ ﾏ ｸﾞ ﾁ,9,4860
26,12506,39,ｱｵﾘｲｶ        ****,ｺ ｳ ﾁ,253.2,384431
26,12507,,ｱｶｲｶ         ****,,10138.5,15760152
26,12507,8,ｱｶｲｶ         ****,ｲ ﾊﾞ ﾗ ｷﾞ,3,1620
26,12507,12,ｱｶｲｶ         ****,ﾁ ﾊﾞ,240.4,167355
26,12507,13,ｱｶｲｶ         ****,ﾄ ｳ ｷ ﾖ ｳ,5,20520
26,12507,22,ｱｶｲｶ         ****,ｼ ｽﾞ ｵ ｶ,1748.1,1905235
26,12507,23,ｱｶｲｶ         ****,ｱ ｲ ﾁ,97.2,72404
26,12507,30,ｱｶｲｶ         ****,ﾜ ｶ ﾔ ﾏ,615.8,525165
26,12507,32,ｱｶｲｶ         ****,ｼ ﾏ ﾈ,1536,2943540
26,12507,35,ｱｶｲｶ         ****,ﾔ ﾏ ｸﾞ ﾁ,88,224640
26,12507,38,ｱｶｲｶ         ****,ｴ ﾋ ﾒ,1141,1063206
26,12507,40,ｱｶｲｶ         ****,ﾌ ｸ ｵ ｶ,4186,8093103
26,12507,42,ｱｶｲｶ         ****,ﾅ ｶﾞ ｻ ｷ,478,743364
26,12599,,ｿﾉﾀｲｶ        ****,,9463.6,7050992
26,12599,4,ｿﾉﾀｲｶ        ****,ﾐ ﾔ ｷﾞ,250,131250
26,12599,8,ｿﾉﾀｲｶ        ****,ｲ ﾊﾞ ﾗ ｷﾞ,172.3,88232
26,12599,12,ｿﾉﾀｲｶ        ****,ﾁ ﾊﾞ,255.6,178942
26,12599,16,ｿﾉﾀｲｶ        ****,ﾄ ﾔ ﾏ,2040,2765040
26,12599,18,ｿﾉﾀｲｶ        ****,ﾌ ｸ ｲ,205.9,191440
26,12599,22,ｿﾉﾀｲｶ        ****,ｼ ｽﾞ ｵ ｶ,551.3,345949
26,12599,24,ｿﾉﾀｲｶ        ****,ﾐ ｴ,15,4212
26,12599,30,ｿﾉﾀｲｶ        ****,ﾜ ｶ ﾔ ﾏ,1203.7,794050
26,12599,32,ｿﾉﾀｲｶ        ****,ｼ ﾏ ﾈ,4436,2364173
26,12599,35,ｿﾉﾀｲｶ        ****,ﾔ ﾏ ｸﾞ ﾁ,34.7,17544
26,12599,46,ｿﾉﾀｲｶ        ****,ｶ ｺﾞ ｼ ﾏ,257.6,121717
26,12599,47,ｿﾉﾀｲｶ        ****,ｵ ｷ ﾅ ﾜ,41.5,48443
26,12600,,ﾀｺﾙｲ         ****,,57029.97,88753747
26,12600,1,ﾀｺﾙｲ         ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,19574.7,35987118
26,12600,2,ﾀｺﾙｲ         ****,ｱ ｵ ﾓ ﾘ,3107.1,4841707
26,12600,3,ﾀｺﾙｲ         ****,ｲ ﾜ ﾃ,550,784620
26,12600,4,ﾀｺﾙｲ         ****,ﾐ ﾔ ｷﾞ,2598.2,3381072
26,12600,7,ﾀｺﾙｲ         ****,ﾌ ｸ ｼ ﾏ,20,21600
26,12600,8,ﾀｺﾙｲ         ****,ｲ ﾊﾞ ﾗ ｷﾞ,21481.1,30077001
26,12600,13,ﾀｺﾙｲ         ****,ﾄ ｳ ｷ ﾖ ｳ,575,919590
26,12600,18,ﾀｺﾙｲ         ****,ﾌ ｸ ｲ,23.5,25390
26,12600,21,ﾀｺﾙｲ         ****,ｷﾞ ﾌ,270,274815
26,12600,22,ﾀｺﾙｲ         ****,ｼ ｽﾞ ｵ ｶ,6478.57,8153107
26,12600,23,ﾀｺﾙｲ         ****,ｱ ｲ ﾁ,716.6,1678780
26,12600,28,ﾀｺﾙｲ         ****,ﾋ ﾖ ｳ ｺﾞ,110,398160
26,12600,32,ﾀｺﾙｲ         ****,ｼ ﾏ ﾈ,33.5,3618
