年,品名コード,地区コード１,品名,地区名,数量(kg),金額(円)
26,10000,,ｾｲｶｺﾞｳｹｲ     ****,,122059576.7,24739968687
26,10000,1,ｾｲｶｺﾞｳｹｲ     ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,26929094.19,3265301234
26,10000,2,ｾｲｶｺﾞｳｹｲ     ****,ｱ ｵ ﾓ ﾘ,4349944.87,1213009583
26,10000,3,ｾｲｶｺﾞｳｹｲ     ****,ｲ ﾜ ﾃ,84348.05,45028911
26,10000,4,ｾｲｶｺﾞｳｹｲ     ****,ﾐ ﾔ ｷﾞ,21551.05,14531797
26,10000,5,ｾｲｶｺﾞｳｹｲ     ****,ｱ ｷ ﾀ,159457.77,33397749
26,10000,6,ｾｲｶｺﾞｳｹｲ     ****,ﾔ ﾏ ｶﾞ ﾀ,934842.08,302114099
26,10000,7,ｾｲｶｺﾞｳｹｲ     ****,ﾌ ｸ ｼ ﾏ,156693.62,57853769
26,10000,8,ｾｲｶｺﾞｳｹｲ     ****,ｲ ﾊﾞ ﾗ ｷﾞ,9892680.81,1698543888
26,10000,9,ｾｲｶｺﾞｳｹｲ     ****,ﾄ ﾁ ｷﾞ,120259.62,39665442
26,10000,10,ｾｲｶｺﾞｳｹｲ     ****,ｸﾞ ﾝ ﾏ,3822868.55,578411542
26,10000,11,ｾｲｶｺﾞｳｹｲ     ****,ｻ ｲ ﾀ ﾏ,337769.11,114157496
26,10000,12,ｾｲｶｺﾞｳｹｲ     ****,ﾁ ﾊﾞ,7520225.54,1174462449
26,10000,13,ｾｲｶｺﾞｳｹｲ     ****,ﾄ ｳ ｷ ﾖ ｳ,12664.61,2606332
26,10000,14,ｾｲｶｺﾞｳｹｲ     ****,ｶ ﾅ ｶﾞ ﾜ,2783395.25,190881502
26,10000,15,ｾｲｶｺﾞｳｹｲ     ****,ﾆ ｲ ｶﾞ ﾀ,197159.7,70497771
26,10000,16,ｾｲｶｺﾞｳｹｲ     ****,ﾄ ﾔ ﾏ,9348.8,3896677
26,10000,17,ｾｲｶｺﾞｳｹｲ     ****,ｲ ｼ ｶ ﾜ,6548,945132
26,10000,18,ｾｲｶｺﾞｳｹｲ     ****,ﾌ ｸ ｲ,1416,508920
26,10000,19,ｾｲｶｺﾞｳｹｲ     ****,ﾔ ﾏ ﾅ ｼ,1714933.51,680127737
26,10000,20,ｾｲｶｺﾞｳｹｲ     ****,ﾅ ｶﾞ ﾉ,7657914.75,1819694510
26,10000,21,ｾｲｶｺﾞｳｹｲ     ****,ｷﾞ ﾌ,288867.88,46796663
26,10000,22,ｾｲｶｺﾞｳｹｲ     ****,ｼ ｽﾞ ｵ ｶ,19640813.46,5994206853
26,10000,23,ｾｲｶｺﾞｳｹｲ     ****,ｱ ｲ ﾁ,5417213.56,920229085
26,10000,24,ｾｲｶｺﾞｳｹｲ     ****,ﾐ ｴ,356381.11,80130247
26,10000,25,ｾｲｶｺﾞｳｹｲ     ****,ｼ ｶﾞ,375,29160
26,10000,26,ｾｲｶｺﾞｳｹｲ     ****,ｷ ﾖ ｳ ﾄ,2630.1,2416250
26,10000,27,ｾｲｶｺﾞｳｹｲ     ****,ｵ ｵ ｻ ｶ,11273,11512368
26,10000,28,ｾｲｶｺﾞｳｹｲ     ****,ﾋ ﾖ ｳ ｺﾞ,359131.7,38530206
26,10000,29,ｾｲｶｺﾞｳｹｲ     ****,ﾅ ﾗ,69096.5,19542990
26,10000,30,ｾｲｶｺﾞｳｹｲ     ****,ﾜ ｶ ﾔ ﾏ,125352.5,28892468
26,10000,31,ｾｲｶｺﾞｳｹｲ     ****,ﾄ ﾂ ﾄ ﾘ,11923,5780488
26,10000,32,ｾｲｶｺﾞｳｹｲ     ****,ｼ ﾏ ﾈ,5535.6,7184721
26,10000,33,ｾｲｶｺﾞｳｹｲ     ****,ｵ ｶ ﾔ ﾏ,4273.98,4230703
26,10000,34,ｾｲｶｺﾞｳｹｲ     ****,ﾋ ﾛ ｼ ﾏ,1254,415704
26,10000,35,ｾｲｶｺﾞｳｹｲ     ****,ﾔ ﾏ ｸﾞ ﾁ,0.4,24840
26,10000,36,ｾｲｶｺﾞｳｹｲ     ****,ﾄ ｸ ｼ ﾏ,1573528.88,212218116
26,10000,37,ｾｲｶｺﾞｳｹｲ     ****,ｶ ｶﾞ ﾜ,823375.45,105280000
26,10000,38,ｾｲｶｺﾞｳｹｲ     ****,ｴ ﾋ ﾒ,62679.48,23933215
26,10000,39,ｾｲｶｺﾞｳｹｲ     ****,ｺ ｳ ﾁ,403389.9,286724949
26,10000,40,ｾｲｶｺﾞｳｹｲ     ****,ﾌ ｸ ｵ ｶ,39123.09,18398420
26,10000,41,ｾｲｶｺﾞｳｹｲ     ****,ｻ ｶﾞ,2922986.94,457190362
26,10000,42,ｾｲｶｺﾞｳｹｲ     ****,ﾅ ｶﾞ ｻ ｷ,307056.97,47454758
26,10000,43,ｾｲｶｺﾞｳｹｲ     ****,ｸ ﾏ ﾓ ﾄ,2207807.23,759183450
26,10000,44,ｾｲｶｺﾞｳｹｲ     ****,ｵ ｵ ｲ ﾀ,49084.16,5895045
26,10000,45,ｾｲｶｺﾞｳｹｲ     ****,ﾐ ﾔ ｻﾞ ｷ,915083.22,379603921
26,10000,46,ｾｲｶｺﾞｳｹｲ     ****,ｶ ｺﾞ ｼ ﾏ,1425265.31,395655310
26,10000,47,ｾｲｶｺﾞｳｹｲ     ****,ｵ ｷ ﾅ ﾜ,20217.52,11672522
26,10000,221,ｾｲｶｺﾞｳｹｲ     ****,ｾｲｾｲﾁｸ,974088.69,433430233
26,10000,150,ｾｲｶｺﾞｳｹｲ     ****,ﾕ ﾆ ﾕ ｳ,17328652.2,3137769100
26,30000,,ﾔｻｲ          ****,,91740705.1,16981109916
26,30000,1,ﾔｻｲ          ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,26916691.28,3257828213
26,30000,2,ﾔｻｲ          ****,ｱ ｵ ﾓ ﾘ,1959504.11,484601887
26,30000,3,ﾔｻｲ          ****,ｲ ﾜ ﾃ,82798.05,44614299
26,30000,4,ﾔｻｲ          ****,ﾐ ﾔ ｷﾞ,20183.05,14154963
26,30000,5,ﾔｻｲ          ****,ｱ ｷ ﾀ,15853.17,12645499
26,30000,6,ﾔｻｲ          ****,ﾔ ﾏ ｶﾞ ﾀ,373525.46,143937621
26,30000,7,ﾔｻｲ          ****,ﾌ ｸ ｼ ﾏ,156437.62,57760559
26,30000,8,ﾔｻｲ          ****,ｲ ﾊﾞ ﾗ ｷﾞ,9323877.41,1552161988
26,30000,9,ﾔｻｲ          ****,ﾄ ﾁ ｷﾞ,114069.02,38158578
26,30000,10,ﾔｻｲ          ****,ｸﾞ ﾝ ﾏ,3816177.65,576441521
26,30000,11,ﾔｻｲ          ****,ｻ ｲ ﾀ ﾏ,333613.17,112807906
26,30000,12,ﾔｻｲ          ****,ﾁ ﾊﾞ,7469625.04,1163851935
26,30000,13,ﾔｻｲ          ****,ﾄ ｳ ｷ ﾖ ｳ,11956.61,2353612
26,30000,14,ﾔｻｲ          ****,ｶ ﾅ ｶﾞ ﾜ,2637433.35,179833534
26,30000,15,ﾔｻｲ          ****,ﾆ ｲ ｶﾞ ﾀ,120547.1,55290910
26,30000,16,ﾔｻｲ          ****,ﾄ ﾔ ﾏ,7711.4,1119031
26,30000,17,ﾔｻｲ          ****,ｲ ｼ ｶ ﾜ,1433,470148
26,30000,18,ﾔｻｲ          ****,ﾌ ｸ ｲ,760,174444
26,30000,19,ﾔｻｲ          ****,ﾔ ﾏ ﾅ ｼ,1080248,277477872
26,30000,20,ﾔｻｲ          ****,ﾅ ｶﾞ ﾉ,6520126.63,1298071233
26,30000,21,ﾔｻｲ          ****,ｷﾞ ﾌ,24694.28,5444983
26,30000,22,ﾔｻｲ          ****,ｼ ｽﾞ ｵ ｶ,13528284.17,3694539106
26,30000,23,ﾔｻｲ          ****,ｱ ｲ ﾁ,4811646.58,805820546
26,30000,24,ﾔｻｲ          ****,ﾐ ｴ,18955.11,7891188
26,30000,26,ﾔｻｲ          ****,ｷ ﾖ ｳ ﾄ,2630.1,2416250
26,30000,27,ﾔｻｲ          ****,ｵ ｵ ｻ ｶ,599,526392
26,30000,28,ﾔｻｲ          ****,ﾋ ﾖ ｳ ｺﾞ,359131.7,38530206
26,30000,29,ﾔｻｲ          ****,ﾅ ﾗ,2820.5,1976094
26,30000,30,ﾔｻｲ          ****,ﾜ ｶ ﾔ ﾏ,13555.3,5692449
26,30000,31,ﾔｻｲ          ****,ﾄ ﾂ ﾄ ﾘ,11853,5769904
26,30000,33,ﾔｻｲ          ****,ｵ ｶ ﾔ ﾏ,2922.48,2045993
26,30000,34,ﾔｻｲ          ****,ﾋ ﾛ ｼ ﾏ,356,318870
26,30000,35,ﾔｻｲ          ****,ﾔ ﾏ ｸﾞ ﾁ,0.4,24840
26,30000,36,ﾔｻｲ          ****,ﾄ ｸ ｼ ﾏ,1568760.88,211467299
26,30000,37,ﾔｻｲ          ****,ｶ ｶﾞ ﾜ,822896.45,105187470
26,30000,38,ﾔｻｲ          ****,ｴ ﾋ ﾒ,24383,10467807
26,30000,39,ﾔｻｲ          ****,ｺ ｳ ﾁ,401375.3,286003472
26,30000,40,ﾔｻｲ          ****,ﾌ ｸ ｵ ｶ,35996.09,14432408
26,30000,41,ﾔｻｲ          ****,ｻ ｶﾞ,2893661.1,445742928
26,30000,42,ﾔｻｲ          ****,ﾅ ｶﾞ ｻ ｷ,304246.15,44858966
26,30000,43,ﾔｻｲ          ****,ｸ ﾏ ﾓ ﾄ,1741817.03,622512777
26,30000,44,ﾔｻｲ          ****,ｵ ｵ ｲ ﾀ,47725.55,4778111
26,30000,45,ﾔｻｲ          ****,ﾐ ﾔ ｻﾞ ｷ,822139.02,351404248
26,30000,46,ﾔｻｲ          ****,ｶ ｺﾞ ｼ ﾏ,1389449.1,382992937
26,30000,47,ﾔｻｲ          ****,ｵ ｷ ﾅ ﾜ,16234.12,7843363
26,30000,221,ﾔｻｲ          ****,ｾｲｾｲﾁｸ,472407.21,221978178
26,30000,150,ﾔｻｲ          ****,ﾕ ﾆ ﾕ ｳ,1459594.36,426687378
26,30001,,ｺﾝｻｲﾙｲ       ****,,16378371.54,2150234657
26,30001,1,ｺﾝｻｲﾙｲ       ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,4201907.5,466958567
26,30001,2,ｺﾝｻｲﾙｲ       ****,ｱ ｵ ﾓ ﾘ,1319184.45,190762290
26,30001,3,ｺﾝｻｲﾙｲ       ****,ｲ ﾜ ﾃ,702,63180
26,30001,6,ｺﾝｻｲﾙｲ       ****,ﾔ ﾏ ｶﾞ ﾀ,7.5,22356
26,30001,8,ｺﾝｻｲﾙｲ       ****,ｲ ﾊﾞ ﾗ ｷﾞ,1254319.9,457285692
26,30001,9,ｺﾝｻｲﾙｲ       ****,ﾄ ﾁ ｷﾞ,6912.8,946848
26,30001,10,ｺﾝｻｲﾙｲ       ****,ｸﾞ ﾝ ﾏ,81231.7,20020778
26,30001,11,ｺﾝｻｲﾙｲ       ****,ｻ ｲ ﾀ ﾏ,62513.8,7587516
26,30001,12,ｺﾝｻｲﾙｲ       ****,ﾁ ﾊﾞ,3926885.15,442203483
26,30001,13,ｺﾝｻｲﾙｲ       ****,ﾄ ｳ ｷ ﾖ ｳ,350,39879
26,30001,14,ｺﾝｻｲﾙｲ       ****,ｶ ﾅ ｶﾞ ﾜ,963495.6,61409784
26,30001,15,ｺﾝｻｲﾙｲ       ****,ﾆ ｲ ｶﾞ ﾀ,176,7776
26,30001,19,ｺﾝｻｲﾙｲ       ****,ﾔ ﾏ ﾅ ｼ,500,5400
26,30001,20,ｺﾝｻｲﾙｲ       ****,ﾅ ｶﾞ ﾉ,27618.34,6151685
26,30001,21,ｺﾝｻｲﾙｲ       ****,ｷﾞ ﾌ,19280,2283552
26,30001,22,ｺﾝｻｲﾙｲ       ****,ｼ ｽﾞ ｵ ｶ,2671979.37,221772920
26,30001,23,ｺﾝｻｲﾙｲ       ****,ｱ ｲ ﾁ,60799.4,10968271
26,30001,24,ｺﾝｻｲﾙｲ       ****,ﾐ ｴ,170,35586
26,30001,26,ｺﾝｻｲﾙｲ       ****,ｷ ﾖ ｳ ﾄ,177.2,94604
26,30001,28,ｺﾝｻｲﾙｲ       ****,ﾋ ﾖ ｳ ｺﾞ,400,54000
26,30001,30,ｺﾝｻｲﾙｲ       ****,ﾜ ｶ ﾔ ﾏ,1000,172800
26,30001,33,ｺﾝｻｲﾙｲ       ****,ｵ ｶ ﾔ ﾏ,409,83160
26,30001,34,ｺﾝｻｲﾙｲ       ****,ﾋ ﾛ ｼ ﾏ,2,7992
26,30001,36,ｺﾝｻｲﾙｲ       ****,ﾄ ｸ ｼ ﾏ,1544615,199018832
26,30001,37,ｺﾝｻｲﾙｲ       ****,ｶ ｶﾞ ﾜ,2495,1025511
26,30001,39,ｺﾝｻｲﾙｲ       ****,ｺ ｳ ﾁ,12,13755
26,30001,40,ｺﾝｻｲﾙｲ       ****,ﾌ ｸ ｵ ｶ,165.88,163936
26,30001,41,ｺﾝｻｲﾙｲ       ****,ｻ ｶﾞ,140,92730
26,30001,42,ｺﾝｻｲﾙｲ       ****,ﾅ ｶﾞ ｻ ｷ,31300,4229397
26,30001,43,ｺﾝｻｲﾙｲ       ****,ｸ ﾏ ﾓ ﾄ,26344.2,23477907
26,30001,45,ｺﾝｻｲﾙｲ       ****,ﾐ ﾔ ｻﾞ ｷ,22757.6,10536750
26,30001,46,ｺﾝｻｲﾙｲ       ****,ｶ ｺﾞ ｼ ﾏ,42070,6051974
26,30001,47,ｺﾝｻｲﾙｲ       ****,ｵ ｷ ﾅ ﾜ,1.65,945
26,30001,221,ｺﾝｻｲﾙｲ       ****,ｾｲｾｲﾁｸ,70480.15,9245789
26,30001,150,ｺﾝｻｲﾙｲ       ****,ﾕ ﾆ ﾕ ｳ,37968.35,7439012
26,30015,,ﾀﾞｲｺﾝﾙｲ      ****,,7601638,642057106
26,30015,1,ﾀﾞｲｺﾝﾙｲ      ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,2072665,232879838
26,30015,2,ﾀﾞｲｺﾝﾙｲ      ****,ｱ ｵ ﾓ ﾘ,657850,56369941
26,30015,8,ﾀﾞｲｺﾝﾙｲ      ****,ｲ ﾊﾞ ﾗ ｷﾞ,265335,15731124
26,30015,9,ﾀﾞｲｺﾝﾙｲ      ****,ﾄ ﾁ ｷﾞ,17,1998
26,30015,10,ﾀﾞｲｺﾝﾙｲ      ****,ｸﾞ ﾝ ﾏ,3028.7,149523
26,30015,11,ﾀﾞｲｺﾝﾙｲ      ****,ｻ ｲ ﾀ ﾏ,29335,2340414
26,30015,12,ﾀﾞｲｺﾝﾙｲ      ****,ﾁ ﾊﾞ,1291820,105955107
26,30015,13,ﾀﾞｲｺﾝﾙｲ      ****,ﾄ ｳ ｷ ﾖ ｳ,140,21924
26,30015,14,ﾀﾞｲｺﾝﾙｲ      ****,ｶ ﾅ ｶﾞ ﾜ,960340,60934502
26,30015,19,ﾀﾞｲｺﾝﾙｲ      ****,ﾔ ﾏ ﾅ ｼ,500,5400
26,30015,20,ﾀﾞｲｺﾝﾙｲ      ****,ﾅ ｶﾞ ﾉ,11,2808
26,30015,22,ﾀﾞｲｺﾝﾙｲ      ****,ｼ ｽﾞ ｵ ｶ,2273851.3,164693335
26,30015,23,ﾀﾞｲｺﾝﾙｲ      ****,ｱ ｲ ﾁ,2725,133617
26,30015,26,ﾀﾞｲｺﾝﾙｲ      ****,ｷ ﾖ ｳ ﾄ,63.2,11202
26,30015,221,ﾀﾞｲｺﾝﾙｲ      ****,ｾｲｾｲﾁｸ,43956.8,2826373
26,30020,,ｶﾌﾞﾙｲ        ****,,438351.55,81827709
26,30020,2,ｶﾌﾞﾙｲ        ****,ｱ ｵ ﾓ ﾘ,136060.25,29695965
26,30020,8,ｶﾌﾞﾙｲ        ****,ｲ ﾊﾞ ﾗ ｷﾞ,241,40851
26,30020,9,ｶﾌﾞﾙｲ        ****,ﾄ ﾁ ｷﾞ,5945.8,637200
26,30020,10,ｶﾌﾞﾙｲ        ****,ｸﾞ ﾝ ﾏ,672,67253
26,30020,11,ｶﾌﾞﾙｲ        ****,ｻ ｲ ﾀ ﾏ,29783.8,4853686
26,30020,12,ｶﾌﾞﾙｲ        ****,ﾁ ﾊﾞ,182573.05,33321257
26,30020,14,ｶﾌﾞﾙｲ        ****,ｶ ﾅ ｶﾞ ﾜ,3155.6,475282
26,30020,21,ｶﾌﾞﾙｲ        ****,ｷﾞ ﾌ,30,6480
26,30020,22,ｶﾌﾞﾙｲ        ****,ｼ ｽﾞ ｵ ｶ,65718.95,10678290
26,30020,24,ｶﾌﾞﾙｲ        ****,ﾐ ｴ,170,35586
26,30020,26,ｶﾌﾞﾙｲ        ****,ｷ ﾖ ｳ ﾄ,38,29402
26,30020,36,ｶﾌﾞﾙｲ        ****,ﾄ ｸ ｼ ﾏ,400,89100
26,30020,221,ｶﾌﾞﾙｲ        ****,ｾｲｾｲﾁｸ,13563.1,1897357
26,30030,,ﾆﾝｼﾞﾝﾙｲ      ****,,7024691.6,843416252
26,30030,1,ﾆﾝｼﾞﾝﾙｲ      ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,2118441.5,231510662
26,30030,2,ﾆﾝｼﾞﾝﾙｲ      ****,ｱ ｵ ﾓ ﾘ,357588,44263530
26,30030,3,ﾆﾝｼﾞﾝﾙｲ      ****,ｲ ﾜ ﾃ,700,60480
26,30030,8,ﾆﾝｼﾞﾝﾙｲ      ****,ｲ ﾊﾞ ﾗ ｷﾞ,64740.5,7370968
26,30030,11,ﾆﾝｼﾞﾝﾙｲ      ****,ｻ ｲ ﾀ ﾏ,3340,310148
26,30030,12,ﾆﾝｼﾞﾝﾙｲ      ****,ﾁ ﾊﾞ,2450211.1,301798633
26,30030,13,ﾆﾝｼﾞﾝﾙｲ      ****,ﾄ ｳ ｷ ﾖ ｳ,210,17955
26,30030,15,ﾆﾝｼﾞﾝﾙｲ      ****,ﾆ ｲ ｶﾞ ﾀ,176,7776
26,30030,21,ﾆﾝｼﾞﾝﾙｲ      ****,ｷﾞ ﾌ,19250,2277072
26,30030,22,ﾆﾝｼﾞﾝﾙｲ      ****,ｼ ｽﾞ ｵ ｶ,313544,38148295
26,30030,23,ﾆﾝｼﾞﾝﾙｲ      ****,ｱ ｲ ﾁ,54960,6482618
26,30030,28,ﾆﾝｼﾞﾝﾙｲ      ****,ﾋ ﾖ ｳ ｺﾞ,400,54000
26,30030,30,ﾆﾝｼﾞﾝﾙｲ      ****,ﾜ ｶ ﾔ ﾏ,1000,172800
26,30030,33,ﾆﾝｼﾞﾝﾙｲ      ****,ｵ ｶ ﾔ ﾏ,409,83160
26,30030,36,ﾆﾝｼﾞﾝﾙｲ      ****,ﾄ ｸ ｼ ﾏ,1544120,198896087
26,30030,37,ﾆﾝｼﾞﾝﾙｲ      ****,ｶ ｶﾞ ﾜ,2495,1025511
26,30030,42,ﾆﾝｼﾞﾝﾙｲ      ****,ﾅ ｶﾞ ｻ ｷ,31300,4229397
26,30030,43,ﾆﾝｼﾞﾝﾙｲ      ****,ｸ ﾏ ﾓ ﾄ,1914,382475
26,30030,46,ﾆﾝｼﾞﾝﾙｲ      ****,ｶ ｺﾞ ｼ ﾏ,39770,4942921
26,30030,221,ﾆﾝｼﾞﾝﾙｲ      ****,ｾｲｾｲﾁｸ,52.5,2052
26,30030,150,ﾆﾝｼﾞﾝﾙｲ      ****,ﾕ ﾆ ﾕ ｳ,20070,1379712
26,30040,,ｺﾞﾎﾞｳﾙｲ      ****,,356521.79,116242455
26,30040,1,ｺﾞﾎﾞｳﾙｲ      ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,10795,2561155
26,30040,2,ｺﾞﾎﾞｳﾙｲ      ****,ｱ ｵ ﾓ ﾘ,167686.2,60432854
26,30040,8,ｺﾞﾎﾞｳﾙｲ      ****,ｲ ﾊﾞ ﾗ ｷﾞ,21078,5364624
26,30040,9,ｺﾞﾎﾞｳﾙｲ      ****,ﾄ ﾁ ｷﾞ,950,307650
26,30040,10,ｺﾞﾎﾞｳﾙｲ      ****,ｸﾞ ﾝ ﾏ,77531,19804002
26,30040,11,ｺﾞﾎﾞｳﾙｲ      ****,ｻ ｲ ﾀ ﾏ,21,15120
26,30040,12,ｺﾞﾎﾞｳﾙｲ      ****,ﾁ ﾊﾞ,1945,765936
26,30040,20,ｺﾞﾎﾞｳﾙｲ      ****,ﾅ ｶﾞ ﾉ,26760,5726592
26,30040,22,ｺﾞﾎﾞｳﾙｲ      ****,ｼ ｽﾞ ｵ ｶ,1455.09,974170
26,30040,23,ｺﾞﾎﾞｳﾙｲ      ****,ｱ ｲ ﾁ,40,23763
26,30040,26,ｺﾞﾎﾞｳﾙｲ      ****,ｷ ﾖ ｳ ﾄ,76,54000
26,30040,40,ｺﾞﾎﾞｳﾙｲ      ****,ﾌ ｸ ｵ ｶ,60,75600
26,30040,43,ｺﾞﾎﾞｳﾙｲ      ****,ｸ ﾏ ﾓ ﾄ,11021.2,6911395
26,30040,45,ｺﾞﾎﾞｳﾙｲ      ****,ﾐ ﾔ ｻﾞ ｷ,22757.3,10536318
26,30040,46,ｺﾞﾎﾞｳﾙｲ      ****,ｶ ｺﾞ ｼ ﾏ,2276,1088053
26,30040,150,ｺﾞﾎﾞｳﾙｲ      ****,ﾕ ﾆ ﾕ ｳ,12070,1601223
26,30050,,ﾀｹﾉｺﾙｲ       ****,,30848.6,13739179
26,30050,1,ﾀｹﾉｺﾙｲ       ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,6,6912
26,30050,3,ﾀｹﾉｺﾙｲ       ****,ｲ ﾜ ﾃ,2,2700
26,30050,6,ﾀｹﾉｺﾙｲ       ****,ﾔ ﾏ ｶﾞ ﾀ,7.5,22356
26,30050,22,ﾀｹﾉｺﾙｲ       ****,ｼ ｽﾞ ｵ ｶ,15167.55,6200114
26,30050,39,ﾀｹﾉｺﾙｲ       ****,ｺ ｳ ﾁ,2,5565
26,30050,40,ﾀｹﾉｺﾙｲ       ****,ﾌ ｸ ｵ ｶ,30,24675
26,30050,43,ﾀｹﾉｺﾙｲ       ****,ｸ ﾏ ﾓ ﾄ,55,59259
26,30050,46,ﾀｹﾉｺﾙｲ       ****,ｶ ｺﾞ ｼ ﾏ,24,21000
26,30050,221,ﾀｹﾉｺﾙｲ       ****,ｾｲｾｲﾁｸ,11654.55,3938612
26,30050,150,ﾀｹﾉｺﾙｲ       ****,ﾕ ﾆ ﾕ ｳ,3900,3457986
26,30060,,ﾚﾝｺﾝﾙｲ       ****,,920204.2,446983340
26,30060,8,ﾚﾝｺﾝﾙｲ       ****,ｲ ﾊﾞ ﾗ ｷﾞ,902910.2,428765549
26,30060,12,ﾚﾝｺﾝﾙｲ       ****,ﾁ ﾊﾞ,336,362550
26,30060,22,ﾚﾝｺﾝﾙｲ       ****,ｼ ｽﾞ ｵ ｶ,2216,1047525
26,30060,36,ﾚﾝｺﾝﾙｲ       ****,ﾄ ｸ ｼ ﾏ,5,9180
26,30060,41,ﾚﾝｺﾝﾙｲ       ****,ｻ ｶﾞ,140,92730
26,30060,43,ﾚﾝｺﾝﾙｲ       ****,ｸ ﾏ ﾓ ﾄ,13354,16124778
26,30060,221,ﾚﾝｺﾝﾙｲ       ****,ｾｲｾｲﾁｸ,1243,581028
26,30070,,ｸﾜｲﾙｲ        ****,,1891,987153
26,30070,11,ｸﾜｲﾙｲ        ****,ｻ ｲ ﾀ ﾏ,34,68148
26,30070,34,ｸﾜｲﾙｲ        ****,ﾋ ﾛ ｼ ﾏ,2,7992
26,30070,150,ｸﾜｲﾙｲ        ****,ﾕ ﾆ ﾕ ｳ,1855,911013
26,30080,,ﾗﾃﾞｲｼﾕﾙｲ     ****,,3171.04,4400750
26,30080,22,ﾗﾃﾞｲｼﾕﾙｲ     ****,ｼ ｽﾞ ｵ ｶ,0.56,259
26,30080,23,ﾗﾃﾞｲｼﾕﾙｲ     ****,ｱ ｲ ﾁ,3074.4,4328273
26,30080,39,ﾗﾃﾞｲｼﾕﾙｲ     ****,ｺ ｳ ﾁ,10,8190
26,30080,40,ﾗﾃﾞｲｼﾕﾙｲ     ****,ﾌ ｸ ｵ ｶ,75.88,63661
26,30080,221,ﾗﾃﾞｲｼﾕﾙｲ     ****,ｾｲｾｲﾁｸ,10.2,367
26,30090,,ｿﾉﾀｺﾝｻｲﾙｲ    ****,,1053.76,580713
26,30090,8,ｿﾉﾀｺﾝｻｲﾙｲ    ****,ｲ ﾊﾞ ﾗ ｷﾞ,15.2,12576
26,30090,20,ｿﾉﾀｺﾝｻｲﾙｲ    ****,ﾅ ｶﾞ ﾉ,847.34,422285
26,30090,22,ｿﾉﾀｺﾝｻｲﾙｲ    ****,ｼ ｽﾞ ｵ ｶ,25.92,30932
26,30090,36,ｿﾉﾀｺﾝｻｲﾙｲ    ****,ﾄ ｸ ｼ ﾏ,90,24465
26,30090,45,ｿﾉﾀｺﾝｻｲﾙｲ    ****,ﾐ ﾔ ｻﾞ ｷ,0.3,432
26,30090,47,ｿﾉﾀｺﾝｻｲﾙｲ    ****,ｵ ｷ ﾅ ﾜ,1.65,945
26,30090,150,ｿﾉﾀｺﾝｻｲﾙｲ    ****,ﾕ ﾆ ﾕ ｳ,73.35,89078
26,30002,,ｷﾔﾍﾞﾂﾙｲ      ****,,14597294,1316427460
26,30002,1,ｷﾔﾍﾞﾂﾙｲ      ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,772644,85453088
26,30002,2,ｷﾔﾍﾞﾂﾙｲ      ****,ｱ ｵ ﾓ ﾘ,61090,8706388
26,30002,4,ｷﾔﾍﾞﾂﾙｲ      ****,ﾐ ﾔ ｷﾞ,180,22464
26,30002,7,ｷﾔﾍﾞﾂﾙｲ      ****,ﾌ ｸ ｼ ﾏ,670,90522
26,30002,8,ｷﾔﾍﾞﾂﾙｲ      ****,ｲ ﾊﾞ ﾗ ｷﾞ,2308192,172009342
26,30002,9,ｷﾔﾍﾞﾂﾙｲ      ****,ﾄ ﾁ ｷﾞ,29770,2135732
26,30002,10,ｷﾔﾍﾞﾂﾙｲ      ****,ｸﾞ ﾝ ﾏ,2903355,301162379
26,30002,11,ｷﾔﾍﾞﾂﾙｲ      ****,ｻ ｲ ﾀ ﾏ,172,13844
26,30002,12,ｷﾔﾍﾞﾂﾙｲ      ****,ﾁ ﾊﾞ,1459475,107186538
26,30002,13,ｷﾔﾍﾞﾂﾙｲ      ****,ﾄ ｳ ｷ ﾖ ｳ,9065,1093521
26,30002,14,ｷﾔﾍﾞﾂﾙｲ      ****,ｶ ﾅ ｶﾞ ﾜ,1659013.2,110987231
26,30002,19,ｷﾔﾍﾞﾂﾙｲ      ****,ﾔ ﾏ ﾅ ｼ,30450,2104758
26,30002,20,ｷﾔﾍﾞﾂﾙｲ      ****,ﾅ ｶﾞ ﾉ,702426.5,62594960
26,30002,22,ｷﾔﾍﾞﾂﾙｲ      ****,ｼ ｽﾞ ｵ ｶ,1106130.7,91886812
26,30002,23,ｷﾔﾍﾞﾂﾙｲ      ****,ｱ ｲ ﾁ,3520105,368270221
26,30002,26,ｷﾔﾍﾞﾂﾙｲ      ****,ｷ ﾖ ｳ ﾄ,300,35424
26,30002,28,ｷﾔﾍﾞﾂﾙｲ      ****,ﾋ ﾖ ｳ ｺﾞ,10,1680
26,30002,46,ｷﾔﾍﾞﾂﾙｲ      ****,ｶ ｺﾞ ｼ ﾏ,6831,749081
