年度,品名コード,地区コード１,品名,地区名,数量(kg),金額(円)
26,10000,,ｾｲｶｺﾞｳｹｲ     ****,,128998174.3,25532925955
26,10000,1,ｾｲｶｺﾞｳｹｲ     ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,30298356.45,3523383748
26,10000,2,ｾｲｶｺﾞｳｹｲ     ****,ｱ ｵ ﾓ ﾘ,4379714.75,1206697235
26,10000,3,ｾｲｶｺﾞｳｹｲ     ****,ｲ ﾜ ﾃ,85226.85,45661660
26,10000,4,ｾｲｶｺﾞｳｹｲ     ****,ﾐ ﾔ ｷﾞ,21657.21,14938813
26,10000,5,ｾｲｶｺﾞｳｹｲ     ****,ｱ ｷ ﾀ,159965.62,34547753
26,10000,6,ｾｲｶｺﾞｳｹｲ     ****,ﾔ ﾏ ｶﾞ ﾀ,934859.92,301787408
26,10000,7,ｾｲｶｺﾞｳｹｲ     ****,ﾌ ｸ ｼ ﾏ,157093.26,58480689
26,10000,8,ｾｲｶｺﾞｳｹｲ     ****,ｲ ﾊﾞ ﾗ ｷﾞ,10323319.21,1734411104
26,10000,9,ｾｲｶｺﾞｳｹｲ     ****,ﾄ ﾁ ｷﾞ,122114.82,42377878
26,10000,10,ｾｲｶｺﾞｳｹｲ     ****,ｸﾞ ﾝ ﾏ,3791409.9,576179684
26,10000,11,ｾｲｶｺﾞｳｹｲ     ****,ｻ ｲ ﾀ ﾏ,362974.91,129636541
26,10000,12,ｾｲｶｺﾞｳｹｲ     ****,ﾁ ﾊﾞ,7899606.23,1157382860
26,10000,13,ｾｲｶｺﾞｳｹｲ     ****,ﾄ ｳ ｷ ﾖ ｳ,12830.29,2581555
26,10000,14,ｾｲｶｺﾞｳｹｲ     ****,ｶ ﾅ ｶﾞ ﾜ,3006673.75,230020032
26,10000,15,ｾｲｶｺﾞｳｹｲ     ****,ﾆ ｲ ｶﾞ ﾀ,141964.5,50286790
26,10000,16,ｾｲｶｺﾞｳｹｲ     ****,ﾄ ﾔ ﾏ,9225.4,3862015
26,10000,17,ｾｲｶｺﾞｳｹｲ     ****,ｲ ｼ ｶ ﾜ,5198,511272
26,10000,18,ｾｲｶｺﾞｳｹｲ     ****,ﾌ ｸ ｲ,1106,475740
26,10000,19,ｾｲｶｺﾞｳｹｲ     ****,ﾔ ﾏ ﾅ ｼ,1726441.58,684945460
26,10000,20,ｾｲｶｺﾞｳｹｲ     ****,ﾅ ｶﾞ ﾉ,7695311.22,1840272002
26,10000,21,ｾｲｶｺﾞｳｹｲ     ****,ｷﾞ ﾌ,277214.06,45698398
26,10000,22,ｾｲｶｺﾞｳｹｲ     ****,ｼ ｽﾞ ｵ ｶ,19605490.72,6061198296
26,10000,23,ｾｲｶｺﾞｳｹｲ     ****,ｱ ｲ ﾁ,5234579.93,841426501
26,10000,24,ｾｲｶｺﾞｳｹｲ     ****,ﾐ ｴ,359075.24,83175560
26,10000,25,ｾｲｶｺﾞｳｹｲ     ****,ｼ ｶﾞ,375,29160
26,10000,26,ｾｲｶｺﾞｳｹｲ     ****,ｷ ﾖ ｳ ﾄ,2466.7,2249729
26,10000,27,ｾｲｶｺﾞｳｹｲ     ****,ｵ ｵ ｻ ｶ,11273,11512368
26,10000,28,ｾｲｶｺﾞｳｹｲ     ****,ﾋ ﾖ ｳ ｺﾞ,366007,39828489
26,10000,29,ｾｲｶｺﾞｳｹｲ     ****,ﾅ ﾗ,74159,20611692
26,10000,30,ｾｲｶｺﾞｳｹｲ     ****,ﾜ ｶ ﾔ ﾏ,124759,30220178
26,10000,31,ｾｲｶｺﾞｳｹｲ     ****,ﾄ ﾂ ﾄ ﾘ,10276,5220418
26,10000,32,ｾｲｶｺﾞｳｹｲ     ****,ｼ ﾏ ﾈ,5554.6,7221009
26,10000,33,ｾｲｶｺﾞｳｹｲ     ****,ｵ ｶ ﾔ ﾏ,4249.3,4192703
26,10000,34,ｾｲｶｺﾞｳｹｲ     ****,ﾋ ﾛ ｼ ﾏ,1077,284202
26,10000,35,ｾｲｶｺﾞｳｹｲ     ****,ﾔ ﾏ ｸﾞ ﾁ,0.4,24840
26,10000,36,ｾｲｶｺﾞｳｹｲ     ****,ﾄ ｸ ｼ ﾏ,1480064.86,190079574
26,10000,37,ｾｲｶｺﾞｳｹｲ     ****,ｶ ｶﾞ ﾜ,824772.65,106568378
26,10000,38,ｾｲｶｺﾞｳｹｲ     ****,ｴ ﾋ ﾒ,66235.78,25160076
26,10000,39,ｾｲｶｺﾞｳｹｲ     ****,ｺ ｳ ﾁ,350078.25,265915353
26,10000,40,ｾｲｶｺﾞｳｹｲ     ****,ﾌ ｸ ｵ ｶ,33046.88,17699163
26,10000,41,ｾｲｶｺﾞｳｹｲ     ****,ｻ ｶﾞ,2901704.66,461996978
26,10000,42,ｾｲｶｺﾞｳｹｲ     ****,ﾅ ｶﾞ ｻ ｷ,302492.79,45405318
26,10000,43,ｾｲｶｺﾞｳｹｲ     ****,ｸ ﾏ ﾓ ﾄ,2054293.05,741299978
26,10000,44,ｾｲｶｺﾞｳｹｲ     ****,ｵ ｵ ｲ ﾀ,51897.26,4819378
26,10000,45,ｾｲｶｺﾞｳｹｲ     ****,ﾐ ﾔ ｻﾞ ｷ,841409.7,369001344
26,10000,46,ｾｲｶｺﾞｳｹｲ     ****,ｶ ｺﾞ ｼ ﾏ,1261187.43,370867760
26,10000,47,ｾｲｶｺﾞｳｹｲ     ****,ｵ ｷ ﾅ ﾜ,17242.64,9569466
26,10000,221,ｾｲｶｺﾞｳｹｲ     ****,ｾｲｾｲﾁｸ,969601.81,444114956
26,10000,150,ｾｲｶｺﾞｳｹｲ     ****,ﾕ ﾆ ﾕ ｳ,20632539.67,3689094451
26,30000,,ﾔｻｲ          ****,,94945851.66,17109854158
26,30000,1,ﾔｻｲ          ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,30285960.94,3515896849
26,30000,2,ﾔｻｲ          ****,ｱ ｵ ﾓ ﾘ,1984397.22,480281458
26,30000,3,ﾔｻｲ          ****,ｲ ﾜ ﾃ,83676.85,45247048
26,30000,4,ﾔｻｲ          ****,ﾐ ﾔ ｷﾞ,20274.65,14537571
26,30000,5,ﾔｻｲ          ****,ｱ ｷ ﾀ,16370.62,13806591
26,30000,6,ﾔｻｲ          ****,ﾔ ﾏ ｶﾞ ﾀ,373235.5,143810755
26,30000,7,ﾔｻｲ          ****,ﾌ ｸ ｼ ﾏ,156431.42,57709137
26,30000,8,ﾔｻｲ          ****,ｲ ﾊﾞ ﾗ ｷﾞ,9755091.07,1588025581
26,30000,9,ﾔｻｲ          ****,ﾄ ﾁ ｷﾞ,115601.22,40264080
26,30000,10,ﾔｻｲ          ****,ｸﾞ ﾝ ﾏ,3785190.6,574350596
26,30000,11,ﾔｻｲ          ****,ｻ ｲ ﾀ ﾏ,358877.97,128282461
26,30000,12,ﾔｻｲ          ****,ﾁ ﾊﾞ,7849005.73,1146772346
26,30000,13,ﾔｻｲ          ****,ﾄ ｳ ｷ ﾖ ｳ,12122.29,2328835
26,30000,14,ﾔｻｲ          ****,ｶ ﾅ ｶﾞ ﾜ,2860711.85,218972064
26,30000,15,ﾔｻｲ          ****,ﾆ ｲ ｶﾞ ﾀ,65067.7,34982812
26,30000,16,ﾔｻｲ          ****,ﾄ ﾔ ﾏ,7711.4,1119031
26,30000,17,ﾔｻｲ          ****,ｲ ｼ ｶ ﾜ,83,36288
26,30000,18,ﾔｻｲ          ****,ﾌ ｸ ｲ,450,141264
26,30000,19,ﾔｻｲ          ****,ﾔ ﾏ ﾅ ｼ,1078209.5,276838633
26,30000,20,ﾔｻｲ          ****,ﾅ ｶﾞ ﾉ,6555770.4,1317012210
26,30000,21,ﾔｻｲ          ****,ｷﾞ ﾌ,25842.36,5700555
26,30000,22,ﾔｻｲ          ****,ｼ ｽﾞ ｵ ｶ,13351145.16,3695801145
26,30000,23,ﾔｻｲ          ****,ｱ ｲ ﾁ,4630404.45,727320603
26,30000,24,ﾔｻｲ          ****,ﾐ ｴ,21649.74,11224424
26,30000,26,ﾔｻｲ          ****,ｷ ﾖ ｳ ﾄ,2466.7,2249729
26,30000,27,ﾔｻｲ          ****,ｵ ｵ ｻ ｶ,599,526392
26,30000,28,ﾔｻｲ          ****,ﾋ ﾖ ｳ ｺﾞ,366007,39828489
26,30000,29,ﾔｻｲ          ****,ﾅ ﾗ,2700.5,1877364
26,30000,30,ﾔｻｲ          ****,ﾜ ｶ ﾔ ﾏ,13313.3,5521911
26,30000,31,ﾔｻｲ          ****,ﾄ ﾂ ﾄ ﾘ,10206,5209834
26,30000,32,ﾔｻｲ          ****,ｼ ﾏ ﾈ,19,36288
26,30000,33,ﾔｻｲ          ****,ｵ ｶ ﾔ ﾏ,2897.8,2007993
26,30000,34,ﾔｻｲ          ****,ﾋ ﾛ ｼ ﾏ,149,162378
26,30000,35,ﾔｻｲ          ****,ﾔ ﾏ ｸﾞ ﾁ,0.4,24840
26,30000,36,ﾔｻｲ          ****,ﾄ ｸ ｼ ﾏ,1479464.86,189971574
26,30000,37,ﾔｻｲ          ****,ｶ ｶﾞ ﾜ,824293.65,106475848
26,30000,38,ﾔｻｲ          ****,ｴ ﾋ ﾒ,27703,11174976
26,30000,39,ﾔｻｲ          ****,ｺ ｳ ﾁ,349189.65,265384676
26,30000,40,ﾔｻｲ          ****,ﾌ ｸ ｵ ｶ,31289.84,14323007
26,30000,41,ﾔｻｲ          ****,ｻ ｶﾞ,2872732.4,450574124
26,30000,42,ﾔｻｲ          ****,ﾅ ｶﾞ ｻ ｷ,299429.97,42434118
26,30000,43,ﾔｻｲ          ****,ｸ ﾏ ﾓ ﾄ,1587779.73,602674917
26,30000,44,ﾔｻｲ          ****,ｵ ｵ ｲ ﾀ,50428.65,3644448
26,30000,45,ﾔｻｲ          ****,ﾐ ﾔ ｻﾞ ｷ,748434,340922537
26,30000,46,ﾔｻｲ          ****,ｶ ｺﾞ ｼ ﾏ,1226654.58,358406564
26,30000,47,ﾔｻｲ          ****,ｵ ｷ ﾅ ﾜ,13449.24,5800997
26,30000,221,ﾔｻｲ          ****,ｾｲｾｲﾁｸ,456545.39,225158702
26,30000,150,ﾔｻｲ          ****,ﾕ ﾆ ﾕ ｳ,1186816.36,395000115
26,30001,,ｺﾝｻｲﾙｲ       ****,,16917382.65,2150419602
26,30001,1,ｺﾝｻｲﾙｲ       ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,4202004.7,466966965
26,30001,2,ｺﾝｻｲﾙｲ       ****,ｱ ｵ ﾓ ﾘ,1351371.35,184137188
26,30001,3,ｺﾝｻｲﾙｲ       ****,ｲ ﾜ ﾃ,702,63180
26,30001,6,ｺﾝｻｲﾙｲ       ****,ﾔ ﾏ ｶﾞ ﾀ,7.5,22356
26,30001,8,ｺﾝｻｲﾙｲ       ****,ｲ ﾊﾞ ﾗ ｷﾞ,1232021.3,465131952
26,30001,9,ｺﾝｻｲﾙｲ       ****,ﾄ ﾁ ｷﾞ,5878.8,616518
26,30001,10,ｺﾝｻｲﾙｲ       ****,ｸﾞ ﾝ ﾏ,83864.7,19734673
26,30001,11,ｺﾝｻｲﾙｲ       ****,ｻ ｲ ﾀ ﾏ,58040.3,6946012
26,30001,12,ｺﾝｻｲﾙｲ       ****,ﾁ ﾊﾞ,4391849.45,432045377
26,30001,13,ｺﾝｻｲﾙｲ       ****,ﾄ ｳ ｷ ﾖ ｳ,630,62100
26,30001,14,ｺﾝｻｲﾙｲ       ****,ｶ ﾅ ｶﾞ ﾜ,1108260.7,74104389
26,30001,15,ｺﾝｻｲﾙｲ       ****,ﾆ ｲ ｶﾞ ﾀ,176,7776
26,30001,19,ｺﾝｻｲﾙｲ       ****,ﾔ ﾏ ﾅ ｼ,500,5400
26,30001,20,ｺﾝｻｲﾙｲ       ****,ﾅ ｶﾞ ﾉ,27282.16,5972050
26,30001,21,ｺﾝｻｲﾙｲ       ****,ｷﾞ ﾌ,19340,2295756
26,30001,22,ｺﾝｻｲﾙｲ       ****,ｼ ｽﾞ ｵ ｶ,2740963.2,247497854
26,30001,23,ｺﾝｻｲﾙｲ       ****,ｱ ｲ ﾁ,48695.4,6605766
26,30001,24,ｺﾝｻｲﾙｲ       ****,ﾐ ｴ,260,56970
26,30001,26,ｺﾝｻｲﾙｲ       ****,ｷ ﾖ ｳ ﾄ,98.4,67813
26,30001,28,ｺﾝｻｲﾙｲ       ****,ﾋ ﾖ ｳ ｺﾞ,400,54000
26,30001,30,ｺﾝｻｲﾙｲ       ****,ﾜ ｶ ﾔ ﾏ,1016,224640
26,30001,33,ｺﾝｻｲﾙｲ       ****,ｵ ｶ ﾔ ﾏ,409,83160
26,30001,34,ｺﾝｻｲﾙｲ       ****,ﾋ ﾛ ｼ ﾏ,2,7992
26,30001,36,ｺﾝｻｲﾙｲ       ****,ﾄ ｸ ｼ ﾏ,1460325,180278838
26,30001,37,ｺﾝｻｲﾙｲ       ****,ｶ ｶﾞ ﾜ,2402,970369
26,30001,40,ｺﾝｻｲﾙｲ       ****,ﾌ ｸ ｵ ｶ,75.44,181030
26,30001,41,ｺﾝｻｲﾙｲ       ****,ｻ ｶﾞ,100,68580
26,30001,42,ｺﾝｻｲﾙｲ       ****,ﾅ ｶﾞ ｻ ｷ,23540,2887542
26,30001,43,ｺﾝｻｲﾙｲ       ****,ｸ ﾏ ﾓ ﾄ,25832.8,24476385
26,30001,45,ｺﾝｻｲﾙｲ       ****,ﾐ ﾔ ｻﾞ ｷ,27493.3,10681254
26,30001,46,ｺﾝｻｲﾙｲ       ****,ｶ ｺﾞ ｼ ﾏ,1899,966438
26,30001,221,ｺﾝｻｲﾙｲ       ****,ｾｲｾｲﾁｸ,69183.8,10630893
26,30001,150,ｺﾝｻｲﾙｲ       ****,ﾕ ﾆ ﾕ ｳ,32758.35,6568386
26,30015,,ﾀﾞｲｺﾝﾙｲ      ****,,7750480.7,676844487
26,30015,1,ﾀﾞｲｺﾝﾙｲ      ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,2072665,232879838
26,30015,2,ﾀﾞｲｺﾝﾙｲ      ****,ｱ ｵ ﾓ ﾘ,657850,56369941
26,30015,8,ﾀﾞｲｺﾝﾙｲ      ****,ｲ ﾊﾞ ﾗ ｷﾞ,265335,15731124
26,30015,9,ﾀﾞｲｺﾝﾙｲ      ****,ﾄ ﾁ ｷﾞ,17,1998
26,30015,10,ﾀﾞｲｺﾝﾙｲ      ****,ｸﾞ ﾝ ﾏ,3022.7,152701
26,30015,11,ﾀﾞｲｺﾝﾙｲ      ****,ｻ ｲ ﾀ ﾏ,29335,2340414
26,30015,12,ﾀﾞｲｺﾝﾙｲ      ****,ﾁ ﾊﾞ,1319865,110452636
26,30015,13,ﾀﾞｲｺﾝﾙｲ      ****,ﾄ ｳ ｷ ﾖ ｳ,140,21924
26,30015,14,ﾀﾞｲｺﾝﾙｲ      ****,ｶ ﾅ ｶﾞ ﾜ,1106510,73883535
26,30015,19,ﾀﾞｲｺﾝﾙｲ      ****,ﾔ ﾏ ﾅ ｼ,500,5400
26,30015,20,ﾀﾞｲｺﾝﾙｲ      ****,ﾅ ｶﾞ ﾉ,11,2808
26,30015,22,ﾀﾞｲｺﾝﾙｲ      ****,ｼ ｽﾞ ｵ ｶ,2260444.4,182746902
26,30015,23,ﾀﾞｲｺﾝﾙｲ      ****,ｱ ｲ ﾁ,75,8856
26,30015,26,ﾀﾞｲｺﾝﾙｲ      ****,ｷ ﾖ ｳ ﾄ,18.4,8953
26,30015,221,ﾀﾞｲｺﾝﾙｲ      ****,ｾｲｾｲﾁｸ,34692.2,2237457
26,70100,,ﾀﾞｲｺﾝ        ****,,1527197,126532550
26,70100,1,ﾀﾞｲｺﾝ        ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,208740,22402580
26,70100,2,ﾀﾞｲｺﾝ        ****,ｱ ｵ ﾓ ﾘ,21590,1711962
26,70100,8,ﾀﾞｲｺﾝ        ****,ｲ ﾊﾞ ﾗ ｷﾞ,111900,6429078
26,70100,9,ﾀﾞｲｺﾝ        ****,ﾄ ﾁ ｷﾞ,17,1998
26,70100,10,ﾀﾞｲｺﾝ        ****,ｸﾞ ﾝ ﾏ,310,22356
26,70100,11,ﾀﾞｲｺﾝ        ****,ｻ ｲ ﾀ ﾏ,560,53028
26,70100,12,ﾀﾞｲｺﾝ        ****,ﾁ ﾊﾞ,212075,19048780
26,70100,14,ﾀﾞｲｺﾝ        ****,ｶ ﾅ ｶﾞ ﾜ,1100,106272
26,70100,19,ﾀﾞｲｺﾝ        ****,ﾔ ﾏ ﾅ ｼ,500,5400
26,70100,20,ﾀﾞｲｺﾝ        ****,ﾅ ｶﾞ ﾉ,8,1728
26,70100,22,ﾀﾞｲｺﾝ        ****,ｼ ｽﾞ ｵ ｶ,969369,76720889
26,70100,23,ﾀﾞｲｺﾝ        ****,ｱ ｲ ﾁ,75,8856
26,70100,221,ﾀﾞｲｺﾝ        ****,ｾｲｾｲﾁｸ,953,19623
26,70110,,ﾏﾙﾀﾞｲｺﾝ      ****,,379.6,16416
26,70110,22,ﾏﾙﾀﾞｲｺﾝ      ****,ｼ ｽﾞ ｵ ｶ,168.4,6674
26,70110,221,ﾏﾙﾀﾞｲｺﾝ      ****,ｾｲｾｲﾁｸ,211.2,9742
26,70120,,ｱｵｸﾋﾞﾀﾞｲｺﾝ   ****,,6203434,548159729
26,70120,1,ｱｵｸﾋﾞﾀﾞｲｺﾝ   ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,1863925,210477258
26,70120,2,ｱｵｸﾋﾞﾀﾞｲｺﾝ   ****,ｱ ｵ ﾓ ﾘ,636200,54641779
26,70120,8,ｱｵｸﾋﾞﾀﾞｲｺﾝ   ****,ｲ ﾊﾞ ﾗ ｷﾞ,148190,8735256
26,70120,10,ｱｵｸﾋﾞﾀﾞｲｺﾝ   ****,ｸﾞ ﾝ ﾏ,2330,104274
26,70120,11,ｱｵｸﾋﾞﾀﾞｲｺﾝ   ****,ｻ ｲ ﾀ ﾏ,28730,2279772
26,70120,12,ｱｵｸﾋﾞﾀﾞｲｺﾝ   ****,ﾁ ﾊﾞ,1107790,91403856
26,70120,13,ｱｵｸﾋﾞﾀﾞｲｺﾝ   ****,ﾄ ｳ ｷ ﾖ ｳ,140,21924
26,70120,14,ｱｵｸﾋﾞﾀﾞｲｺﾝ   ****,ｶ ﾅ ｶﾞ ﾜ,1105410,73777263
26,70120,22,ｱｵｸﾋﾞﾀﾞｲｺﾝ   ****,ｼ ｽﾞ ｵ ｶ,1277315,104515115
26,70120,221,ｱｵｸﾋﾞﾀﾞｲｺﾝ   ****,ｾｲｾｲﾁｸ,33404,2203232
26,70130,,ｶﾗﾐﾀﾞｲｺﾝ     ****,,430.7,34765
26,70130,10,ｶﾗﾐﾀﾞｲｺﾝ     ****,ｸﾞ ﾝ ﾏ,382.7,26071
26,70130,11,ｶﾗﾐﾀﾞｲｺﾝ     ****,ｻ ｲ ﾀ ﾏ,45,7614
26,70130,20,ｶﾗﾐﾀﾞｲｺﾝ     ****,ﾅ ｶﾞ ﾉ,3,1080
26,70103,,ｱｶﾀﾞｲｺﾝ      ****,,20,756
26,70103,221,ｱｶﾀﾞｲｺﾝ      ****,ｾｲｾｲﾁｸ,20,756
26,70105,,ｾｲｺﾞｲﾝﾀﾞｲｺﾝ  ****,,147.4,13813
26,70105,22,ｾｲｺﾞｲﾝﾀﾞｲｺﾝ  ****,ｼ ｽﾞ ｵ ｶ,25,756
26,70105,26,ｾｲｺﾞｲﾝﾀﾞｲｺﾝ  ****,ｷ ﾖ ｳ ﾄ,18.4,8953
26,70105,221,ｾｲｺﾞｲﾝﾀﾞｲｺﾝ  ****,ｾｲｾｲﾁｸ,104,4104
26,70106,,ﾊﾂｷﾀﾞｲｺﾝ     ****,,18872,2086458
26,70106,2,ﾊﾂｷﾀﾞｲｺﾝ     ****,ｱ ｵ ﾓ ﾘ,60,16200
26,70106,8,ﾊﾂｷﾀﾞｲｺﾝ     ****,ｲ ﾊﾞ ﾗ ｷﾞ,5245,566790
26,70106,22,ﾊﾂｷﾀﾞｲｺﾝ     ****,ｼ ｽﾞ ｵ ｶ,13567,1503468
26,30020,,ｶﾌﾞﾙｲ        ****,,441973.7,82549851
26,30020,2,ｶﾌﾞﾙｲ        ****,ｱ ｵ ﾓ ﾘ,136060.25,29695965
26,30020,8,ｶﾌﾞﾙｲ        ****,ｲ ﾊﾞ ﾗ ｷﾞ,231,38016
26,30020,9,ｶﾌﾞﾙｲ        ****,ﾄ ﾁ ｷﾞ,5861.8,614520
26,30020,10,ｶﾌﾞﾙｲ        ****,ｸﾞ ﾝ ﾏ,63,6804
26,30020,11,ｶﾌﾞﾙｲ        ****,ｻ ｲ ﾀ ﾏ,27000.3,4445650
26,30020,12,ｶﾌﾞﾙｲ        ****,ﾁ ﾊﾞ,186768.95,33823952
26,30020,14,ｶﾌﾞﾙｲ        ****,ｶ ﾅ ｶﾞ ﾜ,1750.7,220854
26,30020,21,ｶﾌﾞﾙｲ        ****,ｷﾞ ﾌ,90,18684
26,30020,22,ｶﾌﾞﾙｲ        ****,ｼ ｽﾞ ｵ ｶ,62606.7,10458174
26,30020,23,ｶﾌﾞﾙｲ        ****,ｱ ｲ ﾁ,13,9126
26,30020,24,ｶﾌﾞﾙｲ        ****,ﾐ ｴ,260,56970
26,30020,26,ｶﾌﾞﾙｲ        ****,ｷ ﾖ ｳ ﾄ,4,4860
26,30020,36,ｶﾌﾞﾙｲ        ****,ﾄ ｸ ｼ ﾏ,430,95580
26,30020,221,ｶﾌﾞﾙｲ        ****,ｾｲｾｲﾁｸ,20834,3060696
26,70200,,ｶﾌﾞ          ****,,3527.3,410390
26,70200,12,ｶﾌﾞ          ****,ﾁ ﾊﾞ,2491.3,359781
26,70200,221,ｶﾌﾞ          ****,ｾｲｾｲﾁｸ,1036,50609
26,70210,,ｱｶｶﾌﾞ        ****,,520.8,47240
26,70210,21,ｱｶｶﾌﾞ        ****,ｷﾞ ﾌ,10,1404
26,70210,22,ｱｶｶﾌﾞ        ****,ｼ ｽﾞ ｵ ｶ,98.7,12593
26,70210,221,ｱｶｶﾌﾞ        ****,ｾｲｾｲﾁｸ,412.1,33243
26,70220,,ｵｵｶﾌﾞ        ****,,826.5,181278
26,70220,11,ｵｵｶﾌﾞ        ****,ｻ ｲ ﾀ ﾏ,53.5,7668
26,70220,21,ｵｵｶﾌﾞ        ****,ｷﾞ ﾌ,80,17280
26,70220,24,ｵｵｶﾌﾞ        ****,ﾐ ｴ,260,56970
26,70220,26,ｵｵｶﾌﾞ        ****,ｷ ﾖ ｳ ﾄ,3,3780
26,70220,36,ｵｵｶﾌﾞ        ****,ﾄ ｸ ｼ ﾏ,430,95580
26,70230,,ｺｶﾌﾞ         ****,,437098.1,81909863
26,70230,2,ｺｶﾌﾞ         ****,ｱ ｵ ﾓ ﾘ,136060.25,29695965
26,70230,8,ｺｶﾌﾞ         ****,ｲ ﾊﾞ ﾗ ｷﾞ,231,38016
26,70230,9,ｺｶﾌﾞ         ****,ﾄ ﾁ ｷﾞ,5861.8,614520
26,70230,10,ｺｶﾌﾞ         ****,ｸﾞ ﾝ ﾏ,63,6804
26,70230,11,ｺｶﾌﾞ         ****,ｻ ｲ ﾀ ﾏ,26946.8,4437982
26,70230,12,ｺｶﾌﾞ         ****,ﾁ ﾊﾞ,184277.65,33464171
26,70230,14,ｺｶﾌﾞ         ****,ｶ ﾅ ｶﾞ ﾜ,1750.7,220854
26,70230,22,ｺｶﾌﾞ         ****,ｼ ｽﾞ ｵ ｶ,62508,10445581
26,70230,23,ｺｶﾌﾞ         ****,ｱ ｲ ﾁ,13,9126
26,70230,221,ｺｶﾌﾞ         ****,ｾｲｾｲﾁｸ,19385.9,2976844
26,70221,,ｾｲｺﾞｲﾝｶﾌﾞ    ****,,1,1080
26,70221,26,ｾｲｺﾞｲﾝｶﾌﾞ    ****,ｷ ﾖ ｳ ﾄ,1,1080
26,30030,,ﾆﾝｼﾞﾝﾙｲ      ****,,7424429.7,806445532
26,30030,1,ﾆﾝｼﾞﾝﾙｲ      ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,2118538.7,231519060
26,30030,2,ﾆﾝｼﾞﾝﾙｲ      ****,ｱ ｵ ﾓ ﾘ,357588,44263530
26,30030,3,ﾆﾝｼﾞﾝﾙｲ      ****,ｲ ﾜ ﾃ,700,60480
26,30030,8,ﾆﾝｼﾞﾝﾙｲ      ****,ｲ ﾊﾞ ﾗ ｷﾞ,87724.5,8725550
26,30030,11,ﾆﾝｼﾞﾝﾙｲ      ****,ｻ ｲ ﾀ ﾏ,1650,76680
26,30030,12,ﾆﾝｼﾞﾝﾙｲ      ****,ﾁ ﾊﾞ,2883058.5,286685873
26,30030,13,ﾆﾝｼﾞﾝﾙｲ      ****,ﾄ ｳ ｷ ﾖ ｳ,490,40176
26,30030,15,ﾆﾝｼﾞﾝﾙｲ      ****,ﾆ ｲ ｶﾞ ﾀ,176,7776
26,30030,21,ﾆﾝｼﾞﾝﾙｲ      ****,ｷﾞ ﾌ,19250,2277072
26,30030,22,ﾆﾝｼﾞﾝﾙｲ      ****,ｼ ｽﾞ ｵ ｶ,398398.5,44960649
26,30030,23,ﾆﾝｼﾞﾝﾙｲ      ****,ｱ ｲ ﾁ,45940,1928664
26,30030,28,ﾆﾝｼﾞﾝﾙｲ      ****,ﾋ ﾖ ｳ ｺﾞ,400,54000
26,30030,30,ﾆﾝｼﾞﾝﾙｲ      ****,ﾜ ｶ ﾔ ﾏ,1000,172800
26,30030,33,ﾆﾝｼﾞﾝﾙｲ      ****,ｵ ｶ ﾔ ﾏ,409,83160
26,30030,36,ﾆﾝｼﾞﾝﾙｲ      ****,ﾄ ｸ ｼ ﾏ,1459890,180174078
26,30030,37,ﾆﾝｼﾞﾝﾙｲ      ****,ｶ ｶﾞ ﾜ,2402,970369
26,30030,42,ﾆﾝｼﾞﾝﾙｲ      ****,ﾅ ｶﾞ ｻ ｷ,23530,2882142
26,30030,43,ﾆﾝｼﾞﾝﾙｲ      ****,ｸ ﾏ ﾓ ﾄ,412,97589
26,30030,45,ﾆﾝｼﾞﾝﾙｲ      ****,ﾐ ﾔ ｻﾞ ｷ,5000,324000
26,30030,46,ﾆﾝｼﾞﾝﾙｲ      ****,ｶ ｺﾞ ｼ ﾏ,450,35640
26,30030,221,ﾆﾝｼﾞﾝﾙｲ      ****,ｾｲｾｲﾁｸ,52.5,2052
26,30030,150,ﾆﾝｼﾞﾝﾙｲ      ****,ﾕ ﾆ ﾕ ｳ,17370,1104192
26,70300,,ﾆﾝｼﾞﾝ        ****,,7260870.2,782617160
26,70300,1,ﾆﾝｼﾞﾝ        ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,2118038.7,231453936
26,70300,2,ﾆﾝｼﾞﾝ        ****,ｱ ｵ ﾓ ﾘ,357588,44263530
26,70300,3,ﾆﾝｼﾞﾝ        ****,ｲ ﾜ ﾃ,700,60480
26,70300,8,ﾆﾝｼﾞﾝ        ****,ｲ ﾊﾞ ﾗ ｷﾞ,86728,8543497
26,70300,11,ﾆﾝｼﾞﾝ        ****,ｻ ｲ ﾀ ﾏ,1650,76680
26,70300,12,ﾆﾝｼﾞﾝ        ****,ﾁ ﾊﾞ,2882610.5,286558433
26,70300,13,ﾆﾝｼﾞﾝ        ****,ﾄ ｳ ｷ ﾖ ｳ,490,40176
26,70300,21,ﾆﾝｼﾞﾝ        ****,ｷﾞ ﾌ,19250,2277072
26,70300,22,ﾆﾝｼﾞﾝ        ****,ｼ ｽﾞ ｵ ｶ,239760.5,22565499
