年度,品名コード,地区コード１,品名,地区名,数量(kg),金額(円)
26,74500,47,ﾋﾟ-ﾏﾝ        ****,ｵ ｷ ﾅ ﾜ,1000,35100
26,74500,221,ﾋﾟ-ﾏﾝ        ****,ｾｲｾｲﾁｸ,129.18,24882
26,74520,,ｱｶﾋﾟ-ﾏﾝ      ****,,6933.4,6279379
26,74520,1,ｱｶﾋﾟ-ﾏﾝ      ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,108,163296
26,74520,2,ｱｶﾋﾟ-ﾏﾝ      ****,ｱ ｵ ﾓ ﾘ,8,6480
26,74520,3,ｱｶﾋﾟ-ﾏﾝ      ****,ｲ ﾜ ﾃ,12,9288
26,74520,7,ｱｶﾋﾟ-ﾏﾝ      ****,ﾌ ｸ ｼ ﾏ,3,3456
26,74520,8,ｱｶﾋﾟ-ﾏﾝ      ****,ｲ ﾊﾞ ﾗ ｷﾞ,46,14580
26,74520,12,ｱｶﾋﾟ-ﾏﾝ      ****,ﾁ ﾊﾞ,1826,1545264
26,74520,39,ｱｶﾋﾟ-ﾏﾝ      ****,ｺ ｳ ﾁ,3593.5,3569724
26,74520,43,ｱｶﾋﾟ-ﾏﾝ      ****,ｸ ﾏ ﾓ ﾄ,210,159408
26,74520,45,ｱｶﾋﾟ-ﾏﾝ      ****,ﾐ ﾔ ｻﾞ ｷ,1120.9,798163
26,74520,46,ｱｶﾋﾟ-ﾏﾝ      ****,ｶ ｺﾞ ｼ ﾏ,6,9720
26,74570,,ﾊﾟﾌﾞﾘｶ       ****,,1609.45,1078682
26,74570,8,ﾊﾟﾌﾞﾘｶ       ****,ｲ ﾊﾞ ﾗ ｷﾞ,43,11880
26,74570,12,ﾊﾟﾌﾞﾘｶ       ****,ﾁ ﾊﾞ,15,3888
26,74570,22,ﾊﾟﾌﾞﾘｶ       ****,ｼ ｽﾞ ｵ ｶ,255.4,147787
26,74570,23,ﾊﾟﾌﾞﾘｶ       ****,ｱ ｲ ﾁ,50,30240
26,74570,39,ﾊﾟﾌﾞﾘｶ       ****,ｺ ｳ ﾁ,103.75,65880
26,74570,43,ﾊﾟﾌﾞﾘｶ       ****,ｸ ﾏ ﾓ ﾄ,9,15876
26,74570,45,ﾊﾟﾌﾞﾘｶ       ****,ﾐ ﾔ ｻﾞ ｷ,279.3,155720
26,74570,221,ﾊﾟﾌﾞﾘｶ       ****,ｾｲｾｲﾁｸ,52,35100
26,74570,150,ﾊﾟﾌﾞﾘｶ       ****,ﾕ ﾆ ﾕ ｳ,802,612311
26,74571,,ﾊﾟﾌﾞﾘｶ(ｱｶ)   ****,,92571.85,57823445
26,74571,1,ﾊﾟﾌﾞﾘｶ(ｱｶ)   ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,6.35,4385
26,74571,2,ﾊﾟﾌﾞﾘｶ(ｱｶ)   ****,ｱ ｵ ﾓ ﾘ,5,3348
26,74571,6,ﾊﾟﾌﾞﾘｶ(ｱｶ)   ****,ﾔ ﾏ ｶﾞ ﾀ,30,20218
26,74571,8,ﾊﾟﾌﾞﾘｶ(ｱｶ)   ****,ｲ ﾊﾞ ﾗ ｷﾞ,2061,1684864
26,74571,23,ﾊﾟﾌﾞﾘｶ(ｱｶ)   ****,ｱ ｲ ﾁ,12,9396
26,74571,40,ﾊﾟﾌﾞﾘｶ(ｱｶ)   ****,ﾌ ｸ ｵ ｶ,5,2592
26,74571,43,ﾊﾟﾌﾞﾘｶ(ｱｶ)   ****,ｸ ﾏ ﾓ ﾄ,801.5,130399
26,74571,45,ﾊﾟﾌﾞﾘｶ(ｱｶ)   ****,ﾐ ﾔ ｻﾞ ｷ,5,5400
26,74571,150,ﾊﾟﾌﾞﾘｶ(ｱｶ)   ****,ﾕ ﾆ ﾕ ｳ,89646,55962843
26,74572,,ﾊﾟﾌﾞﾘｶ(ｷｲ)   ****,,70627.7,42737314
26,74572,1,ﾊﾟﾌﾞﾘｶ(ｷｲ)   ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,1.35,1361
26,74572,6,ﾊﾟﾌﾞﾘｶ(ｷｲ)   ****,ﾔ ﾏ ｶﾞ ﾀ,30,20218
26,74572,8,ﾊﾟﾌﾞﾘｶ(ｷｲ)   ****,ｲ ﾊﾞ ﾗ ｷﾞ,1659,1359136
26,74572,10,ﾊﾟﾌﾞﾘｶ(ｷｲ)   ****,ｸﾞ ﾝ ﾏ,5,3024
26,74572,23,ﾊﾟﾌﾞﾘｶ(ｷｲ)   ****,ｱ ｲ ﾁ,12,9396
26,74572,40,ﾊﾟﾌﾞﾘｶ(ｷｲ)   ****,ﾌ ｸ ｵ ｶ,5,2592
26,74572,43,ﾊﾟﾌﾞﾘｶ(ｷｲ)   ****,ｸ ﾏ ﾓ ﾄ,452.35,75810
26,74572,45,ﾊﾟﾌﾞﾘｶ(ｷｲ)   ****,ﾐ ﾔ ｻﾞ ｷ,5,5400
26,74572,150,ﾊﾟﾌﾞﾘｶ(ｷｲ)   ****,ﾕ ﾆ ﾕ ｳ,68458,41260377
26,74573,,ﾊﾟﾌﾞﾘｶ(ｵﾚﾝｼﾞ)****,,4985,2465770
26,74573,150,ﾊﾟﾌﾞﾘｶ(ｵﾚﾝｼﾞ)****,ﾕ ﾆ ﾕ ｳ,4985,2465770
26,34100,,ｼｼﾄｳｶﾞﾗｼﾙｲ   ****,,22846.9,38516558
26,34100,5,ｼｼﾄｳｶﾞﾗｼﾙｲ   ****,ｱ ｷ ﾀ,9,17172
26,34100,6,ｼｼﾄｳｶﾞﾗｼﾙｲ   ****,ﾔ ﾏ ｶﾞ ﾀ,6,7128
26,34100,12,ｼｼﾄｳｶﾞﾗｼﾙｲ   ****,ﾁ ﾊﾞ,11717.4,15635915
26,34100,22,ｼｼﾄｳｶﾞﾗｼﾙｲ   ****,ｼ ｽﾞ ｵ ｶ,1155.05,886353
26,34100,23,ｼｼﾄｳｶﾞﾗｼﾙｲ   ****,ｱ ｲ ﾁ,9,46980
26,34100,39,ｼｼﾄｳｶﾞﾗｼﾙｲ   ****,ｺ ｳ ﾁ,9845.2,21890326
26,34100,45,ｼｼﾄｳｶﾞﾗｼﾙｲ   ****,ﾐ ﾔ ｻﾞ ｷ,3.9,2948
26,34100,221,ｼｼﾄｳｶﾞﾗｼﾙｲ   ****,ｾｲｾｲﾁｸ,101.35,29736
26,74600,,ｼｼﾄｳｶﾞﾗｼ     ****,,13870.2,22708847
26,74600,5,ｼｼﾄｳｶﾞﾗｼ     ****,ｱ ｷ ﾀ,9,17172
26,74600,6,ｼｼﾄｳｶﾞﾗｼ     ****,ﾔ ﾏ ｶﾞ ﾀ,6,7128
26,74600,12,ｼｼﾄｳｶﾞﾗｼ     ****,ﾁ ﾊﾞ,7255,9300096
26,74600,22,ｼｼﾄｳｶﾞﾗｼ     ****,ｼ ｽﾞ ｵ ｶ,1155.05,886353
26,74600,23,ｼｼﾄｳｶﾞﾗｼ     ****,ｱ ｲ ﾁ,3,14580
26,74600,39,ｼｼﾄｳｶﾞﾗｼ     ****,ｺ ｳ ﾁ,5336.9,12450834
26,74600,45,ｼｼﾄｳｶﾞﾗｼ     ****,ﾐ ﾔ ｻﾞ ｷ,3.9,2948
26,74600,221,ｼｼﾄｳｶﾞﾗｼ     ****,ｾｲｾｲﾁｸ,101.35,29736
26,74610,,ｱｵﾄｳｶﾞﾗｼ     ****,,73.4,122796
26,74610,12,ｱｵﾄｳｶﾞﾗｼ     ****,ﾁ ﾊﾞ,73.4,122796
26,74601,,ﾐﾆﾄｳｶﾞﾗｼ     ****,,8903.3,15684915
26,74601,12,ﾐﾆﾄｳｶﾞﾗｼ     ****,ﾁ ﾊﾞ,4389,6213023
26,74601,23,ﾐﾆﾄｳｶﾞﾗｼ     ****,ｱ ｲ ﾁ,6,32400
26,74601,39,ﾐﾆﾄｳｶﾞﾗｼ     ****,ｺ ｳ ﾁ,4508.3,9439492
26,34110,,ﾄｳﾓﾛｺｼﾙｲ     ****,,790827.9,168690212
26,34110,1,ﾄｳﾓﾛｺｼﾙｲ     ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,153560,31267404
26,34110,2,ﾄｳﾓﾛｺｼﾙｲ     ****,ｱ ｵ ﾓ ﾘ,100,27000
26,34110,3,ﾄｳﾓﾛｺｼﾙｲ     ****,ｲ ﾜ ﾃ,1515,435067
26,34110,8,ﾄｳﾓﾛｺｼﾙｲ     ****,ｲ ﾊﾞ ﾗ ｷﾞ,79760,14274445
26,34110,10,ﾄｳﾓﾛｺｼﾙｲ     ****,ｸﾞ ﾝ ﾏ,330,89694
26,34110,12,ﾄｳﾓﾛｺｼﾙｲ     ****,ﾁ ﾊﾞ,315590,62365140
26,34110,19,ﾄｳﾓﾛｺｼﾙｲ     ****,ﾔ ﾏ ﾅ ｼ,175090,44342532
26,34110,20,ﾄｳﾓﾛｺｼﾙｲ     ****,ﾅ ｶﾞ ﾉ,42315,8284734
26,34110,22,ﾄｳﾓﾛｺｼﾙｲ     ****,ｼ ｽﾞ ｵ ｶ,13272.6,3091869
26,34110,23,ﾄｳﾓﾛｺｼﾙｲ     ****,ｱ ｲ ﾁ,1945,629586
26,34110,42,ﾄｳﾓﾛｺｼﾙｲ     ****,ﾅ ｶﾞ ｻ ｷ,110,60912
26,34110,45,ﾄｳﾓﾛｺｼﾙｲ     ****,ﾐ ﾔ ｻﾞ ｷ,6625,3613572
26,34110,47,ﾄｳﾓﾛｺｼﾙｲ     ****,ｵ ｷ ﾅ ﾜ,100,59940
26,34110,221,ﾄｳﾓﾛｺｼﾙｲ     ****,ｾｲｾｲﾁｸ,515.3,148317
26,74700,,ﾄｳﾓﾛｺｼ       ****,,640853.9,131044954
26,74700,1,ﾄｳﾓﾛｺｼ       ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,140480,28771848
26,74700,2,ﾄｳﾓﾛｺｼ       ****,ｱ ｵ ﾓ ﾘ,100,27000
26,74700,3,ﾄｳﾓﾛｺｼ       ****,ｲ ﾜ ﾃ,1515,435067
26,74700,8,ﾄｳﾓﾛｺｼ       ****,ｲ ﾊﾞ ﾗ ｷﾞ,76365,13932193
26,74700,10,ﾄｳﾓﾛｺｼ       ****,ｸﾞ ﾝ ﾏ,330,89694
26,74700,12,ﾄｳﾓﾛｺｼ       ****,ﾁ ﾊﾞ,308590,61159752
26,74700,19,ﾄｳﾓﾛｺｼ       ****,ﾔ ﾏ ﾅ ｼ,52155,12852648
26,74700,20,ﾄｳﾓﾛｺｼ       ****,ﾅ ｶﾞ ﾉ,42140,8250066
26,74700,22,ﾄｳﾓﾛｺｼ       ****,ｼ ｽﾞ ｵ ｶ,13099.6,3071651
26,74700,23,ﾄｳﾓﾛｺｼ       ****,ｱ ｲ ﾁ,1145,374058
26,74700,42,ﾄｳﾓﾛｺｼ       ****,ﾅ ｶﾞ ｻ ｷ,100,54648
26,74700,45,ﾄｳﾓﾛｺｼ       ****,ﾐ ﾔ ｻﾞ ｷ,4325,1872180
26,74700,47,ﾄｳﾓﾛｺｼ       ****,ｵ ｷ ﾅ ﾜ,15,9072
26,74700,221,ﾄｳﾓﾛｺｼ       ****,ｾｲｾｲﾁｸ,494.3,145077
26,74720,,ﾋﾟ-ﾀ-ｺ-ﾝ     ****,,3276,600696
26,74720,1,ﾋﾟ-ﾀ-ｺ-ﾝ     ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,3180,586116
26,74720,20,ﾋﾟ-ﾀ-ｺ-ﾝ     ****,ﾅ ｶﾞ ﾉ,75,11340
26,74720,221,ﾋﾟ-ﾀ-ｺ-ﾝ     ****,ｾｲｾｲﾁｸ,21,3240
26,74760,,ﾊﾞｲｶﾗｺ-ﾝ     ****,,85,50868
26,74760,47,ﾊﾞｲｶﾗｺ-ﾝ     ****,ｵ ｷ ﾅ ﾜ,85,50868
26,74701,,ﾊｳｽﾄｳﾓﾛｺｼ    ****,,445,280692
26,74701,19,ﾊｳｽﾄｳﾓﾛｺｼ    ****,ﾔ ﾏ ﾅ ｼ,445,280692
26,74764,,ｺﾞｰﾙﾄﾞﾗﾂｼﾕ   ****,,104508,25543858
26,74764,1,ｺﾞｰﾙﾄﾞﾗﾂｼﾕ   ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,9900,1909440
26,74764,8,ｺﾞｰﾙﾄﾞﾗﾂｼﾕ   ****,ｲ ﾊﾞ ﾗ ｷﾞ,3395,342252
26,74764,12,ｺﾞｰﾙﾄﾞﾗﾂｼﾕ   ****,ﾁ ﾊﾞ,7000,1205388
26,74764,19,ｺﾞｰﾙﾄﾞﾗﾂｼﾕ   ****,ﾔ ﾏ ﾅ ｼ,80830,20040048
26,74764,20,ｺﾞｰﾙﾄﾞﾗﾂｼﾕ   ****,ﾅ ｶﾞ ﾉ,100,23328
26,74764,22,ｺﾞｰﾙﾄﾞﾗﾂｼﾕ   ****,ｼ ｽﾞ ｵ ｶ,173,20218
26,74764,23,ｺﾞｰﾙﾄﾞﾗﾂｼﾕ   ****,ｱ ｲ ﾁ,800,255528
26,74764,42,ｺﾞｰﾙﾄﾞﾗﾂｼﾕ   ****,ﾅ ｶﾞ ｻ ｷ,10,6264
26,74764,45,ｺﾞｰﾙﾄﾞﾗﾂｼﾕ   ****,ﾐ ﾔ ｻﾞ ｷ,2300,1741392
26,74765,,ﾐﾙﾌｲｰﾕ       ****,,41660,11169144
26,74765,19,ﾐﾙﾌｲｰﾕ       ****,ﾔ ﾏ ﾅ ｼ,41660,11169144
26,34120,,ｵｸﾗﾙｲ        ****,,110770.61,87002651
26,34120,20,ｵｸﾗﾙｲ        ****,ﾅ ｶﾞ ﾉ,4,3888
26,34120,22,ｵｸﾗﾙｲ        ****,ｼ ｽﾞ ｵ ｶ,695.32,626135
26,34120,23,ｵｸﾗﾙｲ        ****,ｱ ｲ ﾁ,12,7128
26,34120,39,ｵｸﾗﾙｲ        ****,ｺ ｳ ﾁ,1593.05,1414940
26,34120,45,ｵｸﾗﾙｲ        ****,ﾐ ﾔ ｻﾞ ｷ,96,58320
26,34120,46,ｵｸﾗﾙｲ        ****,ｶ ｺﾞ ｼ ﾏ,66299.9,58860692
26,34120,47,ｵｸﾗﾙｲ        ****,ｵ ｷ ﾅ ﾜ,1.3,5454
26,34120,221,ｵｸﾗﾙｲ        ****,ｾｲｾｲﾁｸ,550.74,334583
26,34120,150,ｵｸﾗﾙｲ        ****,ﾕ ﾆ ﾕ ｳ,41518.3,25691511
26,74800,,ｵｸﾗ          ****,,110758.56,86971191
26,74800,20,ｵｸﾗ          ****,ﾅ ｶﾞ ﾉ,4,3888
26,74800,22,ｵｸﾗ          ****,ｼ ｽﾞ ｵ ｶ,695.32,626135
26,74800,23,ｵｸﾗ          ****,ｱ ｲ ﾁ,12,7128
26,74800,39,ｵｸﾗ          ****,ｺ ｳ ﾁ,1581,1383480
26,74800,45,ｵｸﾗ          ****,ﾐ ﾔ ｻﾞ ｷ,96,58320
26,74800,46,ｵｸﾗ          ****,ｶ ｺﾞ ｼ ﾏ,66299.9,58860692
26,74800,47,ｵｸﾗ          ****,ｵ ｷ ﾅ ﾜ,1.3,5454
26,74800,221,ｵｸﾗ          ****,ｾｲｾｲﾁｸ,550.74,334583
26,74800,150,ｵｸﾗ          ****,ﾕ ﾆ ﾕ ｳ,41518.3,25691511
26,74801,,ﾐﾆｵｸﾗ        ****,,12.05,31460
26,74801,39,ﾐﾆｵｸﾗ        ****,ｺ ｳ ﾁ,12.05,31460
26,34130,,ﾄｳｶﾞﾝﾙｲ      ****,,145833.1,14447697
26,34130,14,ﾄｳｶﾞﾝﾙｲ      ****,ｶ ﾅ ｶﾞ ﾜ,2,972
26,34130,22,ﾄｳｶﾞﾝﾙｲ      ****,ｼ ｽﾞ ｵ ｶ,124467.4,11987308
26,34130,23,ﾄｳｶﾞﾝﾙｲ      ****,ｱ ｲ ﾁ,2554,356076
26,34130,46,ﾄｳｶﾞﾝﾙｲ      ****,ｶ ｺﾞ ｼ ﾏ,260,48600
26,34130,47,ﾄｳｶﾞﾝﾙｲ      ****,ｵ ｷ ﾅ ﾜ,4504,1069740
26,34130,221,ﾄｳｶﾞﾝﾙｲ      ****,ｾｲｾｲﾁｸ,14045.7,985001
26,74910,,ﾄｳｶﾞﾝ        ****,,145833.1,14447697
26,74910,14,ﾄｳｶﾞﾝ        ****,ｶ ﾅ ｶﾞ ﾜ,2,972
26,74910,22,ﾄｳｶﾞﾝ        ****,ｼ ｽﾞ ｵ ｶ,124467.4,11987308
26,74910,23,ﾄｳｶﾞﾝ        ****,ｱ ｲ ﾁ,2554,356076
26,74910,46,ﾄｳｶﾞﾝ        ****,ｶ ｺﾞ ｼ ﾏ,260,48600
26,74910,47,ﾄｳｶﾞﾝ        ****,ｵ ｷ ﾅ ﾜ,4504,1069740
26,74910,221,ﾄｳｶﾞﾝ        ****,ｾｲｾｲﾁｸ,14045.7,985001
26,34140,,ｼﾛｳﾘﾙｲ       ****,,4940.2,1562417
26,34140,8,ｼﾛｳﾘﾙｲ       ****,ｲ ﾊﾞ ﾗ ｷﾞ,6,2808
26,34140,12,ｼﾛｳﾘﾙｲ       ****,ﾁ ﾊﾞ,3275,1059156
26,34140,22,ｼﾛｳﾘﾙｲ       ****,ｼ ｽﾞ ｵ ｶ,973.2,405734
26,34140,221,ｼﾛｳﾘﾙｲ       ****,ｾｲｾｲﾁｸ,686,94719
26,74920,,ｼﾛｳﾘ         ****,,4940.2,1562417
26,74920,8,ｼﾛｳﾘ         ****,ｲ ﾊﾞ ﾗ ｷﾞ,6,2808
26,74920,12,ｼﾛｳﾘ         ****,ﾁ ﾊﾞ,3275,1059156
26,74920,22,ｼﾛｳﾘ         ****,ｼ ｽﾞ ｵ ｶ,973.2,405734
26,74920,221,ｼﾛｳﾘ         ****,ｾｲｾｲﾁｸ,686,94719
26,34150,,ﾚｲｼﾙｲ        ****,,90361.46,33025362
26,34150,6,ﾚｲｼﾙｲ        ****,ﾔ ﾏ ｶﾞ ﾀ,120,37498
26,34150,8,ﾚｲｼﾙｲ        ****,ｲ ﾊﾞ ﾗ ｷﾞ,14895,3373974
26,34150,10,ﾚｲｼﾙｲ        ****,ｸﾞ ﾝ ﾏ,39540,13742622
26,34150,14,ﾚｲｼﾙｲ        ****,ｶ ﾅ ｶﾞ ﾜ,30,16740
26,34150,22,ﾚｲｼﾙｲ        ****,ｼ ｽﾞ ｵ ｶ,190.56,47001
26,34150,42,ﾚｲｼﾙｲ        ****,ﾅ ｶﾞ ｻ ｷ,52,25164
26,34150,43,ﾚｲｼﾙｲ        ****,ｸ ﾏ ﾓ ﾄ,2094,967788
26,34150,45,ﾚｲｼﾙｲ        ****,ﾐ ﾔ ｻﾞ ｷ,13249,5761044
26,34150,46,ﾚｲｼﾙｲ        ****,ｶ ｺﾞ ｼ ﾏ,17141,7347510
26,34150,47,ﾚｲｼﾙｲ        ****,ｵ ｷ ﾅ ﾜ,2991,1695152
26,34150,221,ﾚｲｼﾙｲ        ****,ｾｲｾｲﾁｸ,58.9,10869
26,74930,,ﾚｲｼ          ****,,90361.46,33025362
26,74930,6,ﾚｲｼ          ****,ﾔ ﾏ ｶﾞ ﾀ,120,37498
26,74930,8,ﾚｲｼ          ****,ｲ ﾊﾞ ﾗ ｷﾞ,14895,3373974
26,74930,10,ﾚｲｼ          ****,ｸﾞ ﾝ ﾏ,39540,13742622
26,74930,14,ﾚｲｼ          ****,ｶ ﾅ ｶﾞ ﾜ,30,16740
26,74930,22,ﾚｲｼ          ****,ｼ ｽﾞ ｵ ｶ,190.56,47001
26,74930,42,ﾚｲｼ          ****,ﾅ ｶﾞ ｻ ｷ,52,25164
26,74930,43,ﾚｲｼ          ****,ｸ ﾏ ﾓ ﾄ,2094,967788
26,74930,45,ﾚｲｼ          ****,ﾐ ﾔ ｻﾞ ｷ,13249,5761044
26,74930,46,ﾚｲｼ          ****,ｶ ｺﾞ ｼ ﾏ,17141,7347510
26,74930,47,ﾚｲｼ          ****,ｵ ｷ ﾅ ﾜ,2991,1695152
26,74930,221,ﾚｲｼ          ****,ｾｲｾｲﾁｸ,58.9,10869
26,34160,,ｿﾉﾀｶｻｲﾙｲ     ****,,190,25736
26,34160,22,ｿﾉﾀｶｻｲﾙｲ     ****,ｼ ｽﾞ ｵ ｶ,180,24872
26,34160,221,ｿﾉﾀｶｻｲﾙｲ     ****,ｾｲｾｲﾁｸ,10,864
26,74960,,ﾊﾔﾄｳﾘ        ****,,190,25736
26,74960,22,ﾊﾔﾄｳﾘ        ****,ｼ ｽﾞ ｵ ｶ,180,24872
26,74960,221,ﾊﾔﾄｳﾘ        ****,ｾｲｾｲﾁｸ,10,864
26,30006,,ﾏﾒｶﾔｻｲﾙｲ     ****,,345154.83,271667653
26,30006,1,ﾏﾒｶﾔｻｲﾙｲ     ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,4446.1,9918072
26,30006,2,ﾏﾒｶﾔｻｲﾙｲ     ****,ｱ ｵ ﾓ ﾘ,12685.5,7633501
26,30006,3,ﾏﾒｶﾔｻｲﾙｲ     ****,ｲ ﾜ ﾃ,918,1212408
26,30006,4,ﾏﾒｶﾔｻｲﾙｲ     ****,ﾐ ﾔ ｷﾞ,499,242460
26,30006,5,ﾏﾒｶﾔｻｲﾙｲ     ****,ｱ ｷ ﾀ,9743.1,6149498
26,30006,6,ﾏﾒｶﾔｻｲﾙｲ     ****,ﾔ ﾏ ｶﾞ ﾀ,1484,1042200
26,30006,7,ﾏﾒｶﾔｻｲﾙｲ     ****,ﾌ ｸ ｼ ﾏ,4013,3474630
26,30006,8,ﾏﾒｶﾔｻｲﾙｲ     ****,ｲ ﾊﾞ ﾗ ｷﾞ,2441,1419476
26,30006,9,ﾏﾒｶﾔｻｲﾙｲ     ****,ﾄ ﾁ ｷﾞ,39,32940
26,30006,10,ﾏﾒｶﾔｻｲﾙｲ     ****,ｸﾞ ﾝ ﾏ,2855,2129933
26,30006,11,ﾏﾒｶﾔｻｲﾙｲ     ****,ｻ ｲ ﾀ ﾏ,1314,862769
26,30006,12,ﾏﾒｶﾔｻｲﾙｲ     ****,ﾁ ﾊﾞ,4787.7,1535025
26,30006,13,ﾏﾒｶﾔｻｲﾙｲ     ****,ﾄ ｳ ｷ ﾖ ｳ,230,271944
26,30006,14,ﾏﾒｶﾔｻｲﾙｲ     ****,ｶ ﾅ ｶﾞ ﾜ,27,9180
26,30006,15,ﾏﾒｶﾔｻｲﾙｲ     ****,ﾆ ｲ ｶﾞ ﾀ,681,394524
26,30006,19,ﾏﾒｶﾔｻｲﾙｲ     ****,ﾔ ﾏ ﾅ ｼ,3343.9,2762888
26,30006,20,ﾏﾒｶﾔｻｲﾙｲ     ****,ﾅ ｶﾞ ﾉ,3955.9,3274614
26,30006,21,ﾏﾒｶﾔｻｲﾙｲ     ****,ｷﾞ ﾌ,624,563328
26,30006,22,ﾏﾒｶﾔｻｲﾙｲ     ****,ｼ ｽﾞ ｵ ｶ,124078.48,99321138
26,30006,23,ﾏﾒｶﾔｻｲﾙｲ     ****,ｱ ｲ ﾁ,2697,2716499
26,30006,30,ﾏﾒｶﾔｻｲﾙｲ     ****,ﾜ ｶ ﾔ ﾏ,120,49680
26,30006,33,ﾏﾒｶﾔｻｲﾙｲ     ****,ｵ ｶ ﾔ ﾏ,12,20520
26,30006,34,ﾏﾒｶﾔｻｲﾙｲ     ****,ﾋ ﾛ ｼ ﾏ,57,95094
26,30006,36,ﾏﾒｶﾔｻｲﾙｲ     ****,ﾄ ｸ ｼ ﾏ,386.6,806544
26,30006,38,ﾏﾒｶﾔｻｲﾙｲ     ****,ｴ ﾋ ﾒ,20,33048
26,30006,40,ﾏﾒｶﾔｻｲﾙｲ     ****,ﾌ ｸ ｵ ｶ,20,16740
26,30006,42,ﾏﾒｶﾔｻｲﾙｲ     ****,ﾅ ｶﾞ ｻ ｷ,404.4,557874
26,30006,43,ﾏﾒｶﾔｻｲﾙｲ     ****,ｸ ﾏ ﾓ ﾄ,122,79920
26,30006,45,ﾏﾒｶﾔｻｲﾙｲ     ****,ﾐ ﾔ ｻﾞ ｷ,376,339755
26,30006,46,ﾏﾒｶﾔｻｲﾙｲ     ****,ｶ ｺﾞ ｼ ﾏ,130289.18,105184762
26,30006,47,ﾏﾒｶﾔｻｲﾙｲ     ****,ｵ ｷ ﾅ ﾜ,180.1,245376
26,30006,221,ﾏﾒｶﾔｻｲﾙｲ     ****,ｾｲｾｲﾁｸ,19394.47,9877761
26,30006,150,ﾏﾒｶﾔｻｲﾙｲ     ****,ﾕ ﾆ ﾕ ｳ,12910.4,9393552
26,35010,,ｲﾝｹﾞﾝﾙｲ      ****,,74697.38,64572060
26,35010,1,ｲﾝｹﾞﾝﾙｲ      ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,1482.1,2672892
26,35010,2,ｲﾝｹﾞﾝﾙｲ      ****,ｱ ｵ ﾓ ﾘ,22,24840
26,35010,3,ｲﾝｹﾞﾝﾙｲ      ****,ｲ ﾜ ﾃ,4,3888
26,35010,5,ｲﾝｹﾞﾝﾙｲ      ****,ｱ ｷ ﾀ,908,606096
26,35010,7,ｲﾝｹﾞﾝﾙｲ      ****,ﾌ ｸ ｼ ﾏ,32,44334
26,35010,8,ｲﾝｹﾞﾝﾙｲ      ****,ｲ ﾊﾞ ﾗ ｷﾞ,126.8,186138
26,35010,10,ｲﾝｹﾞﾝﾙｲ      ****,ｸﾞ ﾝ ﾏ,32,31644
26,35010,12,ｲﾝｹﾞﾝﾙｲ      ****,ﾁ ﾊﾞ,82,78840
26,35010,19,ｲﾝｹﾞﾝﾙｲ      ****,ﾔ ﾏ ﾅ ｼ,3343.9,2762888
26,35010,20,ｲﾝｹﾞﾝﾙｲ      ****,ﾅ ｶﾞ ﾉ,3802.7,3163482
26,35010,22,ｲﾝｹﾞﾝﾙｲ      ****,ｼ ｽﾞ ｵ ｶ,10108.8,6275079
26,35010,42,ｲﾝｹﾞﾝﾙｲ      ****,ﾅ ｶﾞ ｻ ｷ,75.4,111024
26,35010,45,ｲﾝｹﾞﾝﾙｲ      ****,ﾐ ﾔ ｻﾞ ｷ,122.2,47693
26,35010,46,ｲﾝｹﾞﾝﾙｲ      ****,ｶ ｺﾞ ｼ ﾏ,36199.2,36044735
26,35010,47,ｲﾝｹﾞﾝﾙｲ      ****,ｵ ｷ ﾅ ﾜ,180.1,245376
26,35010,221,ｲﾝｹﾞﾝﾙｲ      ****,ｾｲｾｲﾁｸ,9620.18,5136795
26,35010,150,ｲﾝｹﾞﾝﾙｲ      ****,ﾕ ﾆ ﾕ ｳ,8556,7136316
26,75100,,ｲﾝｹﾞﾝ        ****,,29202.09,23716048
26,75100,1,ｲﾝｹﾞﾝ        ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,1448.1,2631636
26,75100,5,ｲﾝｹﾞﾝ        ****,ｱ ｷ ﾀ,906,604152
26,75100,7,ｲﾝｹﾞﾝ        ****,ﾌ ｸ ｼ ﾏ,28,40014
26,75100,8,ｲﾝｹﾞﾝ        ****,ｲ ﾊﾞ ﾗ ｷﾞ,90.8,153738
26,75100,12,ｲﾝｹﾞﾝ        ****,ﾁ ﾊﾞ,76,73440
26,75100,19,ｲﾝｹﾞﾝ        ****,ﾔ ﾏ ﾅ ｼ,3343.9,2762888
26,75100,20,ｲﾝｹﾞﾝ        ****,ﾅ ｶﾞ ﾉ,914.7,632016
26,75100,22,ｲﾝｹﾞﾝ        ****,ｼ ｽﾞ ｵ ｶ,6382.25,4058301
26,75100,42,ｲﾝｹﾞﾝ        ****,ﾅ ｶﾞ ｻ ｷ,67.4,104112
